x_width,x_frac_width,x_row,x_col,x_row_depth,x_col_depth,loc,
2,1,2,3,8,8,60,
3,1,2,3,8,8,60,
4,1,2,3,8,8,60,
5,1,2,3,8,8,60,
6,1,2,3,8,8,60,
7,1,2,3,8,8,60,
8,1,2,3,8,8,60,
1,1,2,4,8,8,70,
2,1,2,4,8,8,70,
3,1,2,4,8,8,70,
4,1,2,4,8,8,70,
5,1,2,4,8,8,70,
6,1,2,4,8,8,70,
7,1,2,4,8,8,70,
8,1,2,4,8,8,70,
1,1,2,5,8,8,80,
2,1,2,5,8,8,80,
3,1,2,5,8,8,80,
4,1,2,5,8,8,80,
5,1,2,5,8,8,80,
6,1,2,5,8,8,80,
7,1,2,5,8,8,80,
8,1,2,5,8,8,80,
1,1,2,6,8,8,90,
2,1,2,6,8,8,90,
3,1,2,6,8,8,90,
4,1,2,6,8,8,90,
5,1,2,6,8,8,90,
6,1,2,6,8,8,90,
7,1,2,6,8,8,90,
8,1,2,6,8,8,90,
1,1,2,7,8,8,100,
2,1,2,7,8,8,100,
3,1,2,7,8,8,100,
4,1,2,7,8,8,100,
5,1,2,7,8,8,100,
6,1,2,7,8,8,100,
7,1,2,7,8,8,100,
8,1,2,7,8,8,100,
1,1,2,8,8,8,110,
2,1,2,8,8,8,110,
3,1,2,8,8,8,110,
4,1,2,8,8,8,110,
5,1,2,8,8,8,110,
6,1,2,8,8,8,110,
7,1,2,8,8,8,110,
8,1,2,8,8,8,110,
1,1,3,1,8,8,45,
2,1,3,1,8,8,45,
3,1,3,1,8,8,45,
4,1,3,1,8,8,45,
5,1,3,1,8,8,45,
6,1,3,1,8,8,45,
7,1,3,1,8,8,45,
8,1,3,1,8,8,45,
1,1,3,2,8,8,60,
2,1,3,2,8,8,60,
3,1,3,2,8,8,60,
4,1,3,2,8,8,60,
5,1,3,2,8,8,60,
6,1,3,2,8,8,60,
7,1,3,2,8,8,60,
8,1,3,2,8,8,60,
1,1,3,3,8,8,75,
2,1,3,3,8,8,75,
3,1,3,3,8,8,75,
4,1,3,3,8,8,75,
5,1,3,3,8,8,75,
6,1,3,3,8,8,75,
7,1,3,3,8,8,75,
8,1,3,3,8,8,75,
1,1,3,4,8,8,90,
2,1,3,4,8,8,90,
3,1,3,4,8,8,90,
4,1,3,4,8,8,90,
5,1,3,4,8,8,90,
6,1,3,4,8,8,90,
7,1,3,4,8,8,90,
8,1,3,4,8,8,90,
1,1,3,5,8,8,105,
2,1,3,5,8,8,105,
3,1,3,5,8,8,105,
4,1,3,5,8,8,105,
5,1,3,5,8,8,105,
6,1,3,5,8,8,105,
7,1,3,5,8,8,105,
8,1,3,5,8,8,105,
1,1,3,6,8,8,120,
2,1,3,6,8,8,120,
3,1,3,6,8,8,120,
4,1,3,6,8,8,120,
5,1,3,6,8,8,120,
6,1,3,6,8,8,120,
7,1,3,6,8,8,120,
8,1,3,6,8,8,120,
1,1,3,7,8,8,135,
2,1,3,7,8,8,135,
3,1,3,7,8,8,135,
4,1,3,7,8,8,135,
5,1,3,7,8,8,135,
6,1,3,7,8,8,135,
7,1,3,7,8,8,135,
8,1,3,7,8,8,135,
1,1,3,8,8,8,150,
2,1,3,8,8,8,150,
3,1,3,8,8,8,150,
4,1,3,8,8,8,150,
5,1,3,8,8,8,150,
6,1,3,8,8,8,150,
7,1,3,8,8,8,150,
8,1,3,8,8,8,150,
1,1,4,1,8,8,50,
2,1,4,1,8,8,50,
3,1,4,1,8,8,50,
4,1,4,1,8,8,50,
5,1,4,1,8,8,50,
6,1,4,1,8,8,50,
7,1,4,1,8,8,50,
8,1,4,1,8,8,50,
1,1,4,2,8,8,70,
2,1,4,2,8,8,70,
3,1,4,2,8,8,70,
4,1,4,2,8,8,70,
5,1,4,2,8,8,70,
6,1,4,2,8,8,70,
7,1,4,2,8,8,70,
8,1,4,2,8,8,70,
1,1,4,3,8,8,90,
2,1,4,3,8,8,90,
3,1,4,3,8,8,90,
4,1,4,3,8,8,90,
5,1,4,3,8,8,90,
6,1,4,3,8,8,90,
7,1,4,3,8,8,90,
8,1,4,3,8,8,90,
1,1,4,4,8,8,110,
2,1,4,4,8,8,110,
3,1,4,4,8,8,110,
4,1,4,4,8,8,110,
5,1,4,4,8,8,110,
6,1,4,4,8,8,110,
7,1,4,4,8,8,110,
8,1,4,4,8,8,110,
1,1,4,5,8,8,130,
2,1,4,5,8,8,130,
3,1,4,5,8,8,130,
4,1,4,5,8,8,130,
5,1,4,5,8,8,130,
6,1,4,5,8,8,130,
7,1,4,5,8,8,130,
8,1,4,5,8,8,130,
1,1,4,6,8,8,150,
2,1,4,6,8,8,150,
3,1,4,6,8,8,150,
4,1,4,6,8,8,150,
5,1,4,6,8,8,150,
6,1,4,6,8,8,150,
7,1,4,6,8,8,150,
8,1,4,6,8,8,150,
1,1,4,7,8,8,170,
2,1,4,7,8,8,170,
3,1,4,7,8,8,170,
4,1,4,7,8,8,170,
5,1,4,7,8,8,170,
6,1,4,7,8,8,170,
7,1,4,7,8,8,170,
8,1,4,7,8,8,170,
1,1,4,8,8,8,190,
2,1,4,8,8,8,190,
3,1,4,8,8,8,190,
4,1,4,8,8,8,190,
5,1,4,8,8,8,190,
6,1,4,8,8,8,190,
7,1,4,8,8,8,190,
8,1,4,8,8,8,190,
1,1,5,1,8,8,55,
2,1,5,1,8,8,55,
3,1,5,1,8,8,55,
4,1,5,1,8,8,55,
5,1,5,1,8,8,55,
6,1,5,1,8,8,55,
7,1,5,1,8,8,55,
8,1,5,1,8,8,55,
1,1,5,2,8,8,80,
2,1,5,2,8,8,80,
3,1,5,2,8,8,80,
4,1,5,2,8,8,80,
5,1,5,2,8,8,80,
6,1,5,2,8,8,80,
7,1,5,2,8,8,80,
8,1,5,2,8,8,80,
1,1,5,3,8,8,105,
2,1,5,3,8,8,105,
3,1,5,3,8,8,105,
4,1,5,3,8,8,105,
5,1,5,3,8,8,105,
6,1,5,3,8,8,105,
7,1,5,3,8,8,105,
8,1,5,3,8,8,105,
1,1,5,4,8,8,130,
2,1,5,4,8,8,130,
3,1,5,4,8,8,130,
4,1,5,4,8,8,130,
5,1,5,4,8,8,130,
6,1,5,4,8,8,130,
7,1,5,4,8,8,130,
8,1,5,4,8,8,130,
1,1,5,5,8,8,155,
2,1,5,5,8,8,155,
3,1,5,5,8,8,155,
4,1,5,5,8,8,155,
5,1,5,5,8,8,155,
6,1,5,5,8,8,155,
7,1,5,5,8,8,155,
8,1,5,5,8,8,155,
1,1,5,6,8,8,180,
2,1,5,6,8,8,180,
3,1,5,6,8,8,180,
4,1,5,6,8,8,180,
5,1,5,6,8,8,180,
6,1,5,6,8,8,180,
7,1,5,6,8,8,180,
8,1,5,6,8,8,180,
1,1,5,7,8,8,205,
2,1,5,7,8,8,205,
3,1,5,7,8,8,205,
4,1,5,7,8,8,205,
5,1,5,7,8,8,205,
6,1,5,7,8,8,205,
7,1,5,7,8,8,205,
8,1,5,7,8,8,205,
1,1,5,8,8,8,230,
2,1,5,8,8,8,230,
3,1,5,8,8,8,230,
4,1,5,8,8,8,230,
5,1,5,8,8,8,230,
6,1,5,8,8,8,230,
7,1,5,8,8,8,230,
8,1,5,8,8,8,230,
1,1,6,1,8,8,60,
2,1,6,1,8,8,60,
3,1,6,1,8,8,60,
4,1,6,1,8,8,60,
5,1,6,1,8,8,60,
6,1,6,1,8,8,60,
7,1,6,1,8,8,60,
8,1,6,1,8,8,60,
1,1,6,2,8,8,90,
2,1,6,2,8,8,90,
3,1,6,2,8,8,90,
4,1,6,2,8,8,90,
5,1,6,2,8,8,90,
6,1,6,2,8,8,90,
7,1,6,2,8,8,90,
8,1,6,2,8,8,90,
1,1,6,3,8,8,120,
2,1,6,3,8,8,120,
3,1,6,3,8,8,120,
4,1,6,3,8,8,120,
5,1,6,3,8,8,120,
6,1,6,3,8,8,120,
7,1,6,3,8,8,120,
8,1,6,3,8,8,120,
1,1,6,4,8,8,150,
2,1,6,4,8,8,150,
3,1,6,4,8,8,150,
4,1,6,4,8,8,150,
5,1,6,4,8,8,150,
6,1,6,4,8,8,150,
7,1,6,4,8,8,150,
8,1,6,4,8,8,150,
1,1,6,5,8,8,180,
2,1,6,5,8,8,180,
3,1,6,5,8,8,180,
4,1,6,5,8,8,180,
5,1,6,5,8,8,180,
6,1,6,5,8,8,180,
7,1,6,5,8,8,180,
8,1,6,5,8,8,180,
1,1,6,6,8,8,210,
2,1,6,6,8,8,210,
3,1,6,6,8,8,210,
4,1,6,6,8,8,210,
5,1,6,6,8,8,210,
6,1,6,6,8,8,210,
7,1,6,6,8,8,210,
8,1,6,6,8,8,210,
1,1,6,7,8,8,240,
2,1,6,7,8,8,240,
3,1,6,7,8,8,240,
4,1,6,7,8,8,240,
5,1,6,7,8,8,240,
6,1,6,7,8,8,240,
7,1,6,7,8,8,240,
8,1,6,7,8,8,240,
1,1,6,8,8,8,270,
2,1,6,8,8,8,270,
3,1,6,8,8,8,270,
4,1,6,8,8,8,270,
5,1,6,8,8,8,270,
6,1,6,8,8,8,270,
7,1,6,8,8,8,270,
8,1,6,8,8,8,270,
1,1,7,1,8,8,65,
2,1,7,1,8,8,65,
3,1,7,1,8,8,65,
4,1,7,1,8,8,65,
5,1,7,1,8,8,65,
6,1,7,1,8,8,65,
7,1,7,1,8,8,65,
8,1,7,1,8,8,65,
1,1,7,2,8,8,100,
2,1,7,2,8,8,100,
3,1,7,2,8,8,100,
4,1,7,2,8,8,100,
5,1,7,2,8,8,100,
6,1,7,2,8,8,100,
7,1,7,2,8,8,100,
8,1,7,2,8,8,100,
1,1,7,3,8,8,135,
2,1,7,3,8,8,135,
3,1,7,3,8,8,135,
4,1,7,3,8,8,135,
5,1,7,3,8,8,135,
6,1,7,3,8,8,135,
7,1,7,3,8,8,135,
8,1,7,3,8,8,135,
1,1,7,4,8,8,170,
2,1,7,4,8,8,170,
3,1,7,4,8,8,170,
4,1,7,4,8,8,170,
5,1,7,4,8,8,170,
6,1,7,4,8,8,170,
7,1,7,4,8,8,170,
8,1,7,4,8,8,170,
1,1,7,5,8,8,205,
2,1,7,5,8,8,205,
3,1,7,5,8,8,205,
4,1,7,5,8,8,205,
5,1,7,5,8,8,205,
6,1,7,5,8,8,205,
7,1,7,5,8,8,205,
8,1,7,5,8,8,205,
1,1,7,6,8,8,240,
2,1,7,6,8,8,240,
3,1,7,6,8,8,240,
4,1,7,6,8,8,240,
5,1,7,6,8,8,240,
6,1,7,6,8,8,240,
7,1,7,6,8,8,240,
8,1,7,6,8,8,240,
1,1,7,7,8,8,275,
2,1,7,7,8,8,275,
3,1,7,7,8,8,275,
4,1,7,7,8,8,275,
5,1,7,7,8,8,275,
6,1,7,7,8,8,275,
7,1,7,7,8,8,275,
8,1,7,7,8,8,275,
1,1,7,8,8,8,310,
2,1,7,8,8,8,310,
3,1,7,8,8,8,310,
4,1,7,8,8,8,310,
5,1,7,8,8,8,310,
6,1,7,8,8,8,310,
7,1,7,8,8,8,310,
8,1,7,8,8,8,310,
1,1,8,1,8,8,70,
2,1,8,1,8,8,70,
3,1,8,1,8,8,70,
4,1,8,1,8,8,70,
5,1,8,1,8,8,70,
6,1,8,1,8,8,70,
7,1,8,1,8,8,70,
8,1,8,1,8,8,70,
1,1,8,2,8,8,110,
2,1,8,2,8,8,110,
3,1,8,2,8,8,110,
4,1,8,2,8,8,110,
5,1,8,2,8,8,110,
6,1,8,2,8,8,110,
7,1,8,2,8,8,110,
8,1,8,2,8,8,110,
1,1,8,3,8,8,150,
2,1,8,3,8,8,150,
3,1,8,3,8,8,150,
4,1,8,3,8,8,150,
5,1,8,3,8,8,150,
6,1,8,3,8,8,150,
7,1,8,3,8,8,150,
8,1,8,3,8,8,150,
1,1,8,4,8,8,190,
2,1,8,4,8,8,190,
3,1,8,4,8,8,190,
4,1,8,4,8,8,190,
5,1,8,4,8,8,190,
6,1,8,4,8,8,190,
7,1,8,4,8,8,190,
8,1,8,4,8,8,190,
1,1,8,5,8,8,230,
2,1,8,5,8,8,230,
3,1,8,5,8,8,230,
4,1,8,5,8,8,230,
5,1,8,5,8,8,230,
6,1,8,5,8,8,230,
7,1,8,5,8,8,230,
8,1,8,5,8,8,230,
1,1,8,6,8,8,270,
2,1,8,6,8,8,270,
3,1,8,6,8,8,270,
4,1,8,6,8,8,270,
5,1,8,6,8,8,270,
6,1,8,6,8,8,270,
7,1,8,6,8,8,270,
8,1,8,6,8,8,270,
1,1,8,7,8,8,310,
2,1,8,7,8,8,310,
3,1,8,7,8,8,310,
4,1,8,7,8,8,310,
5,1,8,7,8,8,310,
6,1,8,7,8,8,310,
7,1,8,7,8,8,310,
8,1,8,7,8,8,310,
1,1,8,8,8,8,350,
2,1,8,8,8,8,350,
3,1,8,8,8,8,350,
4,1,8,8,8,8,350,
5,1,8,8,8,8,350,
6,1,8,8,8,8,350,
7,1,8,8,8,8,350,
8,1,8,8,8,8,350,
