x_exp_width,x_man_width,x_row,x_col,x_row_depth,x_col_depth,w_exp_width,w_man_width,latency_min,latency_max,clock_period,bram,dsp,ff,lut,uram,
2,1,1,2,8,8,2,1,73,73,2.607,0,4,335,507,0,
2,2,1,2,8,8,2,2,73,73,2.607,0,4,337,507,0,
2,3,1,2,8,8,2,3,73,73,2.607,0,4,339,507,0,
2,4,1,2,8,8,2,4,73,73,2.607,0,4,341,507,0,
2,5,1,2,8,8,2,5,73,73,2.607,0,4,343,507,0,
2,6,1,2,8,8,2,6,73,73,2.607,0,4,345,507,0,
2,7,1,2,8,8,2,7,73,73,2.607,0,4,347,507,0,
2,8,1,2,8,8,2,8,73,73,2.607,0,4,349,507,0,
3,1,1,2,8,8,3,1,73,73,2.607,0,4,336,507,0,
3,2,1,2,8,8,3,2,73,73,2.607,0,4,338,507,0,
3,3,1,2,8,8,3,3,73,73,2.607,0,4,340,507,0,
3,4,1,2,8,8,3,4,73,73,2.607,0,4,342,507,0,
3,5,1,2,8,8,3,5,73,73,2.607,0,4,344,507,0,
3,6,1,2,8,8,3,6,73,73,2.607,0,4,346,507,0,
3,7,1,2,8,8,3,7,73,73,2.607,0,4,348,507,0,
3,8,1,2,8,8,3,8,73,73,2.607,0,4,350,507,0,
4,1,1,2,8,8,4,1,73,73,2.607,0,4,337,507,0,
4,2,1,2,8,8,4,2,73,73,2.607,0,4,339,507,0,
4,3,1,2,8,8,4,3,73,73,2.607,0,4,341,507,0,
4,4,1,2,8,8,4,4,73,73,2.607,0,4,343,507,0,
4,5,1,2,8,8,4,5,73,73,2.607,0,4,345,507,0,
4,6,1,2,8,8,4,6,73,73,2.607,0,4,347,507,0,
4,7,1,2,8,8,4,7,73,73,2.607,0,4,349,507,0,
4,8,1,2,8,8,4,8,73,73,2.607,0,4,351,507,0,
5,1,1,2,8,8,5,1,73,73,2.607,0,4,338,507,0,
5,2,1,2,8,8,5,2,73,73,2.607,0,4,340,507,0,
5,3,1,2,8,8,5,3,73,73,2.607,0,4,342,507,0,
5,4,1,2,8,8,5,4,73,73,2.607,0,4,344,507,0,
5,5,1,2,8,8,5,5,73,73,2.607,0,4,346,507,0,
5,6,1,2,8,8,5,6,73,73,2.607,0,4,348,507,0,
5,7,1,2,8,8,5,7,73,73,2.607,0,4,350,507,0,
5,8,1,2,8,8,5,8,73,73,2.607,0,4,352,507,0,
6,1,1,2,8,8,6,1,76,76,2.342,0,4,774,496,0,
6,2,1,2,8,8,6,2,76,76,2.342,0,4,776,496,0,
6,3,1,2,8,8,6,3,76,76,2.342,0,4,778,496,0,
6,4,1,2,8,8,6,4,76,76,2.342,0,4,780,496,0,
6,5,1,2,8,8,6,5,76,76,2.342,0,4,782,496,0,
6,6,1,2,8,8,6,6,76,76,2.342,0,4,784,496,0,
6,7,1,2,8,8,6,7,76,76,2.342,0,4,786,496,0,
6,8,1,2,8,8,6,8,76,76,2.342,0,4,788,496,0,
7,1,1,2,8,8,7,1,76,76,2.342,0,4,775,496,0,
7,2,1,2,8,8,7,2,76,76,2.342,0,4,777,496,0,
7,3,1,2,8,8,7,3,76,76,2.342,0,4,779,496,0,
7,4,1,2,8,8,7,4,76,76,2.342,0,4,781,496,0,
7,5,1,2,8,8,7,5,76,76,2.342,0,4,783,496,0,
7,6,1,2,8,8,7,6,76,76,2.342,0,4,785,496,0,
7,7,1,2,8,8,7,7,76,76,2.342,0,4,787,496,0,
7,8,1,2,8,8,7,8,76,76,2.342,0,4,789,496,0,
8,1,1,2,8,8,8,1,76,76,2.342,0,4,776,496,0,
8,2,1,2,8,8,8,2,76,76,2.342,0,4,778,496,0,
8,3,1,2,8,8,8,3,76,76,2.342,0,4,780,496,0,
8,4,1,2,8,8,8,4,76,76,2.342,0,4,782,496,0,
8,5,1,2,8,8,8,5,76,76,2.342,0,4,784,496,0,
8,6,1,2,8,8,8,6,76,76,2.342,0,4,786,496,0,
8,7,1,2,8,8,8,7,76,76,2.342,0,4,788,496,0,
8,8,1,2,8,8,8,8,76,76,2.342,0,4,790,496,0,
1,1,1,3,8,8,1,1,74,74,2.607,0,6,502,719,0,
1,2,1,3,8,8,1,2,74,74,2.607,0,6,505,719,0,
1,3,1,3,8,8,1,3,74,74,2.607,0,6,508,719,0,
1,4,1,3,8,8,1,4,74,74,2.607,0,6,511,719,0,
1,5,1,3,8,8,1,5,74,74,2.607,0,6,514,719,0,
1,6,1,3,8,8,1,6,74,74,2.607,0,6,517,719,0,
1,7,1,3,8,8,1,7,74,74,2.607,0,6,520,719,0,
1,8,1,3,8,8,1,8,74,74,2.607,0,6,523,719,0,
2,1,1,3,8,8,2,1,74,74,2.607,0,6,503,719,0,
2,2,1,3,8,8,2,2,74,74,2.607,0,6,506,719,0,
2,3,1,3,8,8,2,3,74,74,2.607,0,6,509,719,0,
2,4,1,3,8,8,2,4,74,74,2.607,0,6,512,719,0,
2,5,1,3,8,8,2,5,74,74,2.607,0,6,515,719,0,
2,6,1,3,8,8,2,6,74,74,2.607,0,6,518,719,0,
2,7,1,3,8,8,2,7,74,74,2.607,0,6,521,719,0,
2,8,1,3,8,8,2,8,74,74,2.607,0,6,524,719,0,
3,1,1,3,8,8,3,1,74,74,2.607,0,6,504,719,0,
3,2,1,3,8,8,3,2,74,74,2.607,0,6,507,719,0,
3,3,1,3,8,8,3,3,74,74,2.607,0,6,510,719,0,
3,4,1,3,8,8,3,4,74,74,2.607,0,6,513,719,0,
3,5,1,3,8,8,3,5,74,74,2.607,0,6,516,719,0,
3,6,1,3,8,8,3,6,74,74,2.607,0,6,519,719,0,
3,7,1,3,8,8,3,7,74,74,2.607,0,6,522,719,0,
3,8,1,3,8,8,3,8,74,74,2.607,0,6,525,719,0,
4,1,1,3,8,8,4,1,74,74,2.607,0,6,505,719,0,
4,2,1,3,8,8,4,2,74,74,2.607,0,6,508,719,0,
4,3,1,3,8,8,4,3,74,74,2.607,0,6,511,719,0,
4,4,1,3,8,8,4,4,74,74,2.607,0,6,514,719,0,
4,5,1,3,8,8,4,5,74,74,2.607,0,6,517,719,0,
4,6,1,3,8,8,4,6,74,74,2.607,0,6,520,719,0,
4,7,1,3,8,8,4,7,74,74,2.607,0,6,523,719,0,
4,8,1,3,8,8,4,8,74,74,2.607,0,6,526,719,0,
5,1,1,3,8,8,5,1,74,74,2.607,0,6,506,719,0,
5,2,1,3,8,8,5,2,74,74,2.607,0,6,509,719,0,
5,3,1,3,8,8,5,3,74,74,2.607,0,6,512,719,0,
5,4,1,3,8,8,5,4,74,74,2.607,0,6,515,719,0,
5,5,1,3,8,8,5,5,74,74,2.607,0,6,518,719,0,
5,6,1,3,8,8,5,6,74,74,2.607,0,6,521,719,0,
5,7,1,3,8,8,5,7,74,74,2.607,0,6,524,719,0,
5,8,1,3,8,8,5,8,74,74,2.607,0,6,527,719,0,
6,1,1,3,8,8,6,1,76,76,2.342,0,6,1143,694,0,
6,2,1,3,8,8,6,2,76,76,2.342,0,6,1146,694,0,
6,3,1,3,8,8,6,3,76,76,2.342,0,6,1149,694,0,
6,4,1,3,8,8,6,4,76,76,2.342,0,6,1152,694,0,
6,5,1,3,8,8,6,5,76,76,2.342,0,6,1155,694,0,
6,6,1,3,8,8,6,6,76,76,2.342,0,6,1158,694,0,
6,7,1,3,8,8,6,7,76,76,2.342,0,6,1161,694,0,
6,8,1,3,8,8,6,8,76,76,2.342,0,6,1164,694,0,
7,1,1,3,8,8,7,1,76,76,2.342,0,6,1144,694,0,
7,2,1,3,8,8,7,2,76,76,2.342,0,6,1147,694,0,
7,3,1,3,8,8,7,3,76,76,2.342,0,6,1150,694,0,
7,4,1,3,8,8,7,4,76,76,2.342,0,6,1153,694,0,
7,5,1,3,8,8,7,5,76,76,2.342,0,6,1156,694,0,
7,6,1,3,8,8,7,6,76,76,2.342,0,6,1159,694,0,
7,7,1,3,8,8,7,7,76,76,2.342,0,6,1162,694,0,
7,8,1,3,8,8,7,8,76,76,2.342,0,6,1165,694,0,
8,1,1,3,8,8,8,1,76,76,2.342,0,6,1145,694,0,
8,2,1,3,8,8,8,2,76,76,2.342,0,6,1148,694,0,
8,3,1,3,8,8,8,3,76,76,2.342,0,6,1151,694,0,
8,4,1,3,8,8,8,4,76,76,2.342,0,6,1154,694,0,
8,5,1,3,8,8,8,5,76,76,2.342,0,6,1157,694,0,
8,6,1,3,8,8,8,6,76,76,2.342,0,6,1160,694,0,
8,7,1,3,8,8,8,7,76,76,2.342,0,6,1163,694,0,
8,8,1,3,8,8,8,8,76,76,2.342,0,6,1166,694,0,
1,1,1,4,8,8,1,1,74,74,2.75,0,8,658,931,0,
1,2,1,4,8,8,1,2,74,74,2.75,0,8,662,931,0,
1,3,1,4,8,8,1,3,74,74,2.75,0,8,666,931,0,
1,4,1,4,8,8,1,4,74,74,2.75,0,8,670,931,0,
1,5,1,4,8,8,1,5,74,74,2.75,0,8,674,931,0,
1,6,1,4,8,8,1,6,74,74,2.75,0,8,678,931,0,
1,7,1,4,8,8,1,7,74,74,2.75,0,8,682,931,0,
1,8,1,4,8,8,1,8,74,74,2.75,0,8,686,931,0,
2,1,1,4,8,8,2,1,74,74,2.75,0,8,659,931,0,
2,2,1,4,8,8,2,2,74,74,2.75,0,8,663,931,0,
2,3,1,4,8,8,2,3,74,74,2.75,0,8,667,931,0,
2,4,1,4,8,8,2,4,74,74,2.75,0,8,671,931,0,
2,5,1,4,8,8,2,5,74,74,2.75,0,8,675,931,0,
2,6,1,4,8,8,2,6,74,74,2.75,0,8,679,931,0,
2,7,1,4,8,8,2,7,74,74,2.75,0,8,683,931,0,
2,8,1,4,8,8,2,8,74,74,2.75,0,8,687,931,0,
3,1,1,4,8,8,3,1,74,74,2.75,0,8,660,931,0,
3,2,1,4,8,8,3,2,74,74,2.75,0,8,664,931,0,
3,3,1,4,8,8,3,3,74,74,2.75,0,8,668,931,0,
3,4,1,4,8,8,3,4,74,74,2.75,0,8,672,931,0,
3,5,1,4,8,8,3,5,74,74,2.75,0,8,676,931,0,
3,6,1,4,8,8,3,6,74,74,2.75,0,8,680,931,0,
3,7,1,4,8,8,3,7,74,74,2.75,0,8,684,931,0,
3,8,1,4,8,8,3,8,74,74,2.75,0,8,688,931,0,
4,1,1,4,8,8,4,1,74,74,2.75,0,8,661,931,0,
4,2,1,4,8,8,4,2,74,74,2.75,0,8,665,931,0,
4,3,1,4,8,8,4,3,74,74,2.75,0,8,669,931,0,
4,4,1,4,8,8,4,4,74,74,2.75,0,8,673,931,0,
4,5,1,4,8,8,4,5,74,74,2.75,0,8,677,931,0,
4,6,1,4,8,8,4,6,74,74,2.75,0,8,681,931,0,
4,7,1,4,8,8,4,7,74,74,2.75,0,8,685,931,0,
4,8,1,4,8,8,4,8,74,74,2.75,0,8,689,931,0,
5,1,1,4,8,8,5,1,74,74,2.75,0,8,662,931,0,
5,2,1,4,8,8,5,2,74,74,2.75,0,8,666,931,0,
5,3,1,4,8,8,5,3,74,74,2.75,0,8,670,931,0,
5,4,1,4,8,8,5,4,74,74,2.75,0,8,674,931,0,
5,5,1,4,8,8,5,5,74,74,2.75,0,8,678,931,0,
5,6,1,4,8,8,5,6,74,74,2.75,0,8,682,931,0,
5,7,1,4,8,8,5,7,74,74,2.75,0,8,686,931,0,
5,8,1,4,8,8,5,8,74,74,2.75,0,8,690,931,0,
6,1,1,4,8,8,6,1,76,76,2.342,0,8,1512,892,0,
6,2,1,4,8,8,6,2,76,76,2.342,0,8,1516,892,0,
6,3,1,4,8,8,6,3,76,76,2.342,0,8,1520,892,0,
6,4,1,4,8,8,6,4,76,76,2.342,0,8,1524,892,0,
6,5,1,4,8,8,6,5,76,76,2.342,0,8,1528,892,0,
6,6,1,4,8,8,6,6,76,76,2.342,0,8,1532,892,0,
6,7,1,4,8,8,6,7,76,76,2.342,0,8,1536,892,0,
6,8,1,4,8,8,6,8,76,76,2.342,0,8,1540,892,0,
7,1,1,4,8,8,7,1,76,76,2.342,0,8,1513,892,0,
7,2,1,4,8,8,7,2,76,76,2.342,0,8,1517,892,0,
7,3,1,4,8,8,7,3,76,76,2.342,0,8,1521,892,0,
7,4,1,4,8,8,7,4,76,76,2.342,0,8,1525,892,0,
7,5,1,4,8,8,7,5,76,76,2.342,0,8,1529,892,0,
7,6,1,4,8,8,7,6,76,76,2.342,0,8,1533,892,0,
7,7,1,4,8,8,7,7,76,76,2.342,0,8,1537,892,0,
7,8,1,4,8,8,7,8,76,76,2.342,0,8,1541,892,0,
8,1,1,4,8,8,8,1,76,76,2.342,0,8,1514,892,0,
8,2,1,4,8,8,8,2,76,76,2.342,0,8,1518,892,0,
8,3,1,4,8,8,8,3,76,76,2.342,0,8,1522,892,0,
8,4,1,4,8,8,8,4,76,76,2.342,0,8,1526,892,0,
8,5,1,4,8,8,8,5,76,76,2.342,0,8,1530,892,0,
8,6,1,4,8,8,8,6,76,76,2.342,0,8,1534,892,0,
8,7,1,4,8,8,8,7,76,76,2.342,0,8,1538,892,0,
8,8,1,4,8,8,8,8,76,76,2.342,0,8,1542,892,0,
1,1,1,5,8,8,1,1,74,74,2.678,0,10,866,1143,0,
1,2,1,5,8,8,1,2,74,74,2.678,0,10,872,1143,0,
1,3,1,5,8,8,1,3,74,74,2.678,0,10,878,1143,0,
1,4,1,5,8,8,1,4,74,74,2.678,0,10,884,1143,0,
1,5,1,5,8,8,1,5,74,74,2.678,0,10,890,1143,0,
1,6,1,5,8,8,1,6,74,74,2.678,0,10,896,1143,0,
1,7,1,5,8,8,1,7,74,74,2.678,0,10,902,1143,0,
1,8,1,5,8,8,1,8,74,74,2.678,0,10,908,1143,0,
2,1,1,5,8,8,2,1,74,74,2.678,0,10,868,1143,0,
2,2,1,5,8,8,2,2,74,74,2.678,0,10,874,1143,0,
2,3,1,5,8,8,2,3,74,74,2.678,0,10,880,1143,0,
2,4,1,5,8,8,2,4,74,74,2.678,0,10,886,1143,0,
2,5,1,5,8,8,2,5,74,74,2.678,0,10,892,1143,0,
2,6,1,5,8,8,2,6,74,74,2.678,0,10,898,1143,0,
2,7,1,5,8,8,2,7,74,74,2.678,0,10,904,1143,0,
2,8,1,5,8,8,2,8,74,74,2.678,0,10,910,1143,0,
3,1,1,5,8,8,3,1,74,74,2.678,0,10,870,1143,0,
3,2,1,5,8,8,3,2,74,74,2.678,0,10,876,1143,0,
3,3,1,5,8,8,3,3,74,74,2.678,0,10,882,1143,0,
3,4,1,5,8,8,3,4,74,74,2.678,0,10,888,1143,0,
3,5,1,5,8,8,3,5,74,74,2.678,0,10,894,1143,0,
3,6,1,5,8,8,3,6,74,74,2.678,0,10,900,1143,0,
3,7,1,5,8,8,3,7,74,74,2.678,0,10,906,1143,0,
3,8,1,5,8,8,3,8,74,74,2.678,0,10,912,1143,0,
4,1,1,5,8,8,4,1,74,74,2.678,0,10,872,1143,0,
4,2,1,5,8,8,4,2,74,74,2.678,0,10,878,1143,0,
4,3,1,5,8,8,4,3,74,74,2.678,0,10,884,1143,0,
4,4,1,5,8,8,4,4,74,74,2.678,0,10,890,1143,0,
4,5,1,5,8,8,4,5,74,74,2.678,0,10,896,1143,0,
4,6,1,5,8,8,4,6,74,74,2.678,0,10,902,1143,0,
4,7,1,5,8,8,4,7,74,74,2.678,0,10,908,1143,0,
4,8,1,5,8,8,4,8,74,74,2.678,0,10,914,1143,0,
5,1,1,5,8,8,5,1,74,74,2.678,0,10,874,1143,0,
5,2,1,5,8,8,5,2,74,74,2.678,0,10,880,1143,0,
5,3,1,5,8,8,5,3,74,74,2.678,0,10,886,1143,0,
5,4,1,5,8,8,5,4,74,74,2.678,0,10,892,1143,0,
5,5,1,5,8,8,5,5,74,74,2.678,0,10,898,1143,0,
5,6,1,5,8,8,5,6,74,74,2.678,0,10,904,1143,0,
5,7,1,5,8,8,5,7,74,74,2.678,0,10,910,1143,0,
5,8,1,5,8,8,5,8,74,74,2.678,0,10,916,1143,0,
6,1,1,5,8,8,6,1,76,76,2.342,0,10,1881,1090,0,
6,2,1,5,8,8,6,2,76,76,2.342,0,10,1886,1090,0,
6,3,1,5,8,8,6,3,76,76,2.342,0,10,1891,1090,0,
6,4,1,5,8,8,6,4,76,76,2.342,0,10,1896,1090,0,
6,5,1,5,8,8,6,5,76,76,2.342,0,10,1901,1090,0,
6,6,1,5,8,8,6,6,76,76,2.342,0,10,1906,1090,0,
6,7,1,5,8,8,6,7,76,76,2.342,0,10,1911,1090,0,
6,8,1,5,8,8,6,8,76,76,2.342,0,10,1916,1090,0,
7,1,1,5,8,8,7,1,76,76,2.342,0,10,1882,1090,0,
7,2,1,5,8,8,7,2,76,76,2.342,0,10,1887,1090,0,
7,3,1,5,8,8,7,3,76,76,2.342,0,10,1892,1090,0,
7,4,1,5,8,8,7,4,76,76,2.342,0,10,1897,1090,0,
7,5,1,5,8,8,7,5,76,76,2.342,0,10,1902,1090,0,
7,6,1,5,8,8,7,6,76,76,2.342,0,10,1907,1090,0,
7,7,1,5,8,8,7,7,76,76,2.342,0,10,1912,1090,0,
7,8,1,5,8,8,7,8,76,76,2.342,0,10,1917,1090,0,
8,1,1,5,8,8,8,1,76,76,2.342,0,10,1883,1090,0,
8,2,1,5,8,8,8,2,76,76,2.342,0,10,1888,1090,0,
8,3,1,5,8,8,8,3,76,76,2.342,0,10,1893,1090,0,
8,4,1,5,8,8,8,4,76,76,2.342,0,10,1898,1090,0,
8,5,1,5,8,8,8,5,76,76,2.342,0,10,1903,1090,0,
8,6,1,5,8,8,8,6,76,76,2.342,0,10,1908,1090,0,
8,7,1,5,8,8,8,7,76,76,2.342,0,10,1913,1090,0,
8,8,1,5,8,8,8,8,76,76,2.342,0,10,1918,1090,0,
1,1,1,6,8,8,1,1,75,75,2.75,0,12,1033,1355,0,
1,2,1,6,8,8,1,2,75,75,2.75,0,12,1042,1355,0,
1,3,1,6,8,8,1,3,75,75,2.75,0,12,1051,1355,0,
1,4,1,6,8,8,1,4,75,75,2.75,0,12,1060,1355,0,
1,5,1,6,8,8,1,5,75,75,2.75,0,12,1069,1355,0,
1,6,1,6,8,8,1,6,75,75,2.75,0,12,1078,1355,0,
1,7,1,6,8,8,1,7,75,75,2.75,0,12,1087,1355,0,
1,8,1,6,8,8,1,8,75,75,2.75,0,12,1096,1355,0,
2,1,1,6,8,8,2,1,75,75,2.75,0,12,1035,1355,0,
2,2,1,6,8,8,2,2,75,75,2.75,0,12,1044,1355,0,
2,3,1,6,8,8,2,3,75,75,2.75,0,12,1053,1355,0,
2,4,1,6,8,8,2,4,75,75,2.75,0,12,1062,1355,0,
2,5,1,6,8,8,2,5,75,75,2.75,0,12,1071,1355,0,
2,6,1,6,8,8,2,6,75,75,2.75,0,12,1080,1355,0,
2,7,1,6,8,8,2,7,75,75,2.75,0,12,1089,1355,0,
2,8,1,6,8,8,2,8,75,75,2.75,0,12,1098,1355,0,
3,1,1,6,8,8,3,1,75,75,2.75,0,12,1037,1355,0,
3,2,1,6,8,8,3,2,75,75,2.75,0,12,1046,1355,0,
3,3,1,6,8,8,3,3,75,75,2.75,0,12,1055,1355,0,
3,4,1,6,8,8,3,4,75,75,2.75,0,12,1064,1355,0,
3,5,1,6,8,8,3,5,75,75,2.75,0,12,1073,1355,0,
3,6,1,6,8,8,3,6,75,75,2.75,0,12,1082,1355,0,
3,7,1,6,8,8,3,7,75,75,2.75,0,12,1091,1355,0,
3,8,1,6,8,8,3,8,75,75,2.75,0,12,1100,1355,0,
4,1,1,6,8,8,4,1,75,75,2.75,0,12,1039,1355,0,
4,2,1,6,8,8,4,2,75,75,2.75,0,12,1048,1355,0,
4,3,1,6,8,8,4,3,75,75,2.75,0,12,1057,1355,0,
4,4,1,6,8,8,4,4,75,75,2.75,0,12,1066,1355,0,
4,5,1,6,8,8,4,5,75,75,2.75,0,12,1075,1355,0,
4,6,1,6,8,8,4,6,75,75,2.75,0,12,1084,1355,0,
4,7,1,6,8,8,4,7,75,75,2.75,0,12,1093,1355,0,
4,8,1,6,8,8,4,8,75,75,2.75,0,12,1102,1355,0,
5,1,1,6,8,8,5,1,75,75,2.75,0,12,1041,1355,0,
5,2,1,6,8,8,5,2,75,75,2.75,0,12,1050,1355,0,
5,3,1,6,8,8,5,3,75,75,2.75,0,12,1059,1355,0,
5,4,1,6,8,8,5,4,75,75,2.75,0,12,1068,1355,0,
5,5,1,6,8,8,5,5,75,75,2.75,0,12,1077,1355,0,
5,6,1,6,8,8,5,6,75,75,2.75,0,12,1086,1355,0,
5,7,1,6,8,8,5,7,75,75,2.75,0,12,1095,1355,0,
5,8,1,6,8,8,5,8,75,75,2.75,0,12,1104,1355,0,
6,1,1,6,8,8,6,1,76,76,2.342,0,12,2250,1288,0,
6,2,1,6,8,8,6,2,76,76,2.342,0,12,2256,1288,0,
6,3,1,6,8,8,6,3,76,76,2.342,0,12,2262,1288,0,
6,4,1,6,8,8,6,4,76,76,2.342,0,12,2268,1288,0,
6,5,1,6,8,8,6,5,76,76,2.342,0,12,2274,1288,0,
6,6,1,6,8,8,6,6,76,76,2.342,0,12,2280,1288,0,
6,7,1,6,8,8,6,7,76,76,2.342,0,12,2286,1288,0,
6,8,1,6,8,8,6,8,76,76,2.342,0,12,2292,1288,0,
7,1,1,6,8,8,7,1,76,76,2.342,0,12,2251,1288,0,
7,2,1,6,8,8,7,2,76,76,2.342,0,12,2257,1288,0,
7,3,1,6,8,8,7,3,76,76,2.342,0,12,2263,1288,0,
7,4,1,6,8,8,7,4,76,76,2.342,0,12,2269,1288,0,
7,5,1,6,8,8,7,5,76,76,2.342,0,12,2275,1288,0,
7,6,1,6,8,8,7,6,76,76,2.342,0,12,2281,1288,0,
7,7,1,6,8,8,7,7,76,76,2.342,0,12,2287,1288,0,
7,8,1,6,8,8,7,8,76,76,2.342,0,12,2293,1288,0,
8,1,1,6,8,8,8,1,76,76,2.342,0,12,2252,1288,0,
8,2,1,6,8,8,8,2,76,76,2.342,0,12,2258,1288,0,
8,3,1,6,8,8,8,3,76,76,2.342,0,12,2264,1288,0,
8,4,1,6,8,8,8,4,76,76,2.342,0,12,2270,1288,0,
8,5,1,6,8,8,8,5,76,76,2.342,0,12,2276,1288,0,
8,6,1,6,8,8,8,6,76,76,2.342,0,12,2282,1288,0,
8,7,1,6,8,8,8,7,76,76,2.342,0,12,2288,1288,0,
8,8,1,6,8,8,8,8,76,76,2.342,0,12,2294,1288,0,
1,1,1,7,8,8,1,1,75,75,2.678,0,14,1710,1823,0,
1,2,1,7,8,8,1,2,75,75,2.678,0,14,1720,1823,0,
1,3,1,7,8,8,1,3,75,75,2.678,0,14,1730,1823,0,
