x_width,x_frac_width,x_row,x_col,x_row_depth,x_col_depth,latency_min,latency_max,clock_period,bram,dsp,ff,lut,uram,
3,1,2,4,8,8,75,75,2.594,0,0,748,912,0,
4,1,2,4,8,8,77,77,2.783,0,0,1033,1478,0,
5,1,2,4,8,8,79,79,2.877,0,0,1608,1690,0,
6,1,2,4,8,8,80,80,2.642,0,0,1831,1838,0,
7,1,2,4,8,8,81,81,2.83,0,0,2105,1978,0,
8,1,2,4,8,8,82,82,2.587,0,0,2627,2582,0,
1,1,2,5,8,8,73,73,2.154,0,0,454,619,0,
2,1,2,5,8,8,74,74,2.477,0,0,694,824,0,
3,1,2,5,8,8,75,75,2.594,0,0,896,1039,0,
4,1,2,5,8,8,77,77,2.835,0,0,1348,1796,0,
5,1,2,5,8,8,79,79,2.877,0,0,1944,1999,0,
6,1,2,5,8,8,80,80,2.642,0,0,2223,2184,0,
7,1,2,5,8,8,81,81,2.83,0,0,2757,2454,0,
8,1,2,5,8,8,82,82,2.587,0,0,3409,3209,0,
1,1,2,6,8,8,73,73,2.154,0,0,525,667,0,
2,1,2,6,8,8,74,74,2.477,0,0,802,908,0,
3,1,2,6,8,8,75,75,2.646,0,0,1141,1216,0,
4,1,2,6,8,8,77,77,2.835,0,0,1566,2064,0,
5,1,2,6,8,8,79,79,2.877,0,0,2280,2308,0,
6,1,2,6,8,8,80,80,2.642,0,0,2807,2625,0,
7,1,2,6,8,8,81,81,2.83,0,0,3217,2835,0,
8,1,2,6,8,8,82,82,2.587,0,0,3999,3741,0,
1,1,2,7,8,8,73,73,2.195,0,0,594,715,0,
2,1,2,7,8,8,74,74,2.477,0,0,910,992,0,
3,1,2,7,8,8,75,75,2.646,0,0,1289,1343,0,
4,1,2,7,8,8,77,77,2.835,0,0,1784,2332,0,
5,1,2,7,8,8,79,79,2.888,0,0,2808,2712,0,
6,1,2,7,8,8,80,80,2.642,0,0,3199,2971,0,
7,1,2,7,8,8,81,81,2.83,0,0,3677,3216,0,
8,1,2,7,8,8,82,82,2.587,0,0,4589,4273,0,
1,1,2,8,8,8,73,73,2.195,0,0,664,763,0,
2,1,2,8,8,8,74,74,2.477,0,0,1018,1076,0,
3,1,2,8,8,8,75,75,2.646,0,0,1437,1470,0,
4,1,2,8,8,8,77,77,2.835,0,0,2002,2600,0,
5,1,2,8,8,8,79,79,2.888,0,0,3144,3021,0,
6,1,2,8,8,8,80,80,2.642,0,0,3591,3317,0,
7,1,2,8,8,8,81,81,2.83,0,0,4137,3597,0,
8,1,2,8,8,8,82,82,2.587,0,0,5179,4805,0,
1,1,3,1,8,8,73,73,2.154,0,0,168,433,0,
2,1,3,1,8,8,75,75,2.56,0,0,244,500,0,
3,1,3,1,8,8,76,76,2.649,0,0,328,573,0,
4,1,3,1,8,8,77,77,2.839,0,0,428,783,0,
5,1,3,1,8,8,79,79,2.844,0,0,618,842,0,
6,1,3,1,8,8,80,80,2.68,0,0,732,912,0,
7,1,3,1,8,8,81,81,2.83,0,0,835,962,0,
8,1,3,1,8,8,82,82,2.909,0,0,1031,1186,0,
1,1,3,2,8,8,73,73,2.154,0,0,281,506,0,
2,1,3,2,8,8,75,75,2.533,0,0,427,642,0,
3,1,3,2,8,8,75,75,2.913,0,0,578,786,0,
4,1,3,2,8,8,77,77,2.802,0,0,791,1208,0,
5,1,3,2,8,8,79,79,2.825,0,0,1165,1330,0,
6,1,3,2,8,8,80,80,2.661,0,0,1395,1469,0,
7,1,3,2,8,8,81,81,2.83,0,0,1599,1569,0,
8,1,3,2,8,8,82,82,2.89,0,0,1989,2017,0,
1,1,3,3,8,8,73,73,2.154,0,0,406,586,0,
2,1,3,3,8,8,74,74,2.918,0,0,618,792,0,
3,1,3,3,8,8,75,75,2.894,0,0,813,989,0,
4,1,3,3,8,8,77,77,2.783,0,0,1195,1654,0,
5,1,3,3,8,8,79,79,2.825,0,0,1729,1826,0,
6,1,3,3,8,8,80,80,2.713,0,0,2009,2002,0,
7,1,3,3,8,8,81,81,2.83,0,0,2314,2152,0,
8,1,3,3,8,8,82,82,2.587,0,0,3049,2886,0,
1,1,3,4,8,8,73,73,2.154,0,0,511,656,0,
2,1,3,4,8,8,74,74,2.918,0,0,778,924,0,
3,1,3,4,8,8,75,75,2.894,0,0,1097,1217,0,
4,1,3,4,8,8,77,77,2.783,0,0,1518,2059,0,
5,1,3,4,8,8,79,79,2.877,0,0,2260,2306,0,
6,1,3,4,8,8,80,80,2.713,0,0,2718,2580,0,
7,1,3,4,8,8,81,81,2.83,0,0,3124,2780,0,
8,1,3,4,8,8,82,82,2.587,0,0,3934,3676,0,
1,1,3,5,8,8,73,73,2.154,0,0,624,729,0,
2,1,3,5,8,8,74,74,2.899,0,0,954,1064,0,
3,1,3,5,8,8,75,75,2.894,0,0,1316,1412,0,
4,1,3,5,8,8,77,77,2.835,0,0,1873,2481,0,
5,1,3,5,8,8,79,79,2.877,0,0,2886,2831,0,
6,1,3,5,8,8,80,80,2.713,0,0,3300,3096,0,
7,1,3,5,8,8,81,81,2.838,0,0,3872,3379,0,
8,1,3,5,8,8,82,82,2.587,0,0,4884,4499,0,
1,1,3,6,8,8,73,73,2.154,0,0,761,816,0,
2,1,3,6,8,8,74,74,2.899,0,0,1179,1229,0,
3,1,3,6,8,8,76,76,2.646,0,0,1606,1626,0,
4,1,3,6,8,8,77,77,2.835,0,0,2323,2948,0,
5,1,3,6,8,8,79,79,2.877,0,0,3385,3294,0,
6,1,3,6,8,8,80,80,2.724,0,0,3947,3645,0,
7,1,3,6,8,8,81,81,2.838,0,0,4555,3945,0,
8,1,3,6,8,8,82,82,2.587,0,0,6025,5418,0,
1,1,3,7,8,8,73,73,2.195,0,0,864,886,0,
2,1,3,7,8,8,74,74,2.899,0,0,1339,1361,0,
3,1,3,7,8,8,76,76,2.646,0,0,1831,1821,0,
4,1,3,7,8,8,77,77,2.835,0,0,2646,3353,0,
5,1,3,7,8,8,79,79,2.888,0,0,3949,3790,0,
6,1,3,7,8,8,80,80,2.724,0,0,4529,4161,0,
7,1,3,7,8,8,81,81,2.838,0,0,5494,4640,0,
8,1,3,7,8,8,82,82,2.587,0,0,6910,6208,0,
1,1,3,8,8,8,73,73,2.195,0,0,968,956,0,
2,1,3,8,8,8,74,74,2.899,0,0,1499,1493,0,
3,1,3,8,8,8,76,76,2.646,0,0,2183,2078,0,
4,1,3,8,8,8,77,77,2.835,0,0,2969,3758,0,
5,1,3,8,8,8,79,79,2.888,0,0,4448,4253,0,
6,1,3,8,8,8,80,80,2.724,0,0,5367,4806,0,
7,1,3,8,8,8,81,81,2.838,0,0,6177,5206,0,
8,1,3,8,8,8,82,82,2.587,0,0,7795,6998,0,
1,1,4,1,8,8,73,73,2.154,0,0,202,455,0,
2,1,4,1,8,8,74,74,2.691,0,0,290,532,0,
3,1,4,1,8,8,75,75,2.775,0,0,390,627,0,
4,1,4,1,8,8,77,77,2.839,0,0,533,910,0,
5,1,4,1,8,8,79,79,2.844,0,0,813,1009,0,
6,1,4,1,8,8,80,80,2.642,0,0,922,1082,0,
7,1,4,1,8,8,81,81,2.83,0,0,1058,1151,0,
8,1,4,1,8,8,83,83,2.687,0,0,1395,1484,0,
1,1,4,2,8,8,73,73,2.154,0,0,349,550,0,
2,1,4,2,8,8,74,74,2.664,0,0,522,708,0,
3,1,4,2,8,8,75,75,2.738,0,0,720,898,0,
4,1,4,2,8,8,77,77,2.802,0,0,1001,1462,0,
5,1,4,2,8,8,79,79,2.825,0,0,1556,1663,0,
6,1,4,2,8,8,80,80,2.642,0,0,1775,1809,0,
7,1,4,2,8,8,81,81,2.83,0,0,2045,1947,0,
8,1,4,2,8,8,83,83,2.687,0,0,2648,2581,0,
1,1,4,3,8,8,73,73,2.154,0,0,508,652,0,
2,1,4,3,8,8,74,74,2.627,0,0,774,894,0,
3,1,4,3,8,8,75,75,2.719,0,0,1091,1190,0,
4,1,4,3,8,8,77,77,2.783,0,0,1510,2035,0,
5,1,4,3,8,8,79,79,2.825,0,0,2218,2276,0,
6,1,4,3,8,8,80,80,2.642,0,0,2706,2574,0,
7,1,4,3,8,8,81,81,2.844,0,0,3110,2781,0,
8,1,4,3,8,8,83,83,2.687,0,0,3986,3716,0,
1,1,4,4,8,8,73,73,2.154,0,0,647,744,0,
2,1,4,4,8,8,74,74,2.627,0,0,986,1060,0,
3,1,4,4,8,8,75,75,2.719,0,0,1381,1441,0,
4,1,4,4,8,8,77,77,2.783,0,0,1938,2567,0,
5,1,4,4,8,8,79,79,2.877,0,0,3039,2968,0,
6,1,4,4,8,8,80,80,2.642,0,0,3478,3260,0,
7,1,4,4,8,8,81,81,2.844,0,0,4016,3536,0,
8,1,4,4,8,8,83,83,2.687,0,0,5151,4772,0,
1,1,4,5,8,8,73,73,2.154,0,0,826,856,0,
2,1,4,5,8,8,74,74,2.608,0,0,1279,1267,0,
3,1,4,5,8,8,75,75,2.719,0,0,1671,1692,0,
4,1,4,5,8,8,77,77,2.835,0,0,2525,3178,0,
5,1,4,5,8,8,79,79,2.877,0,0,3701,3581,0,
6,1,4,5,8,8,80,80,2.642,0,0,4250,3946,0,
7,1,4,5,8,8,81,81,2.855,0,0,5243,4453,0,
8,1,4,5,8,8,83,83,2.687,0,0,6644,5990,0,
1,1,4,6,8,8,73,73,2.154,0,0,965,948,0,
2,1,4,6,8,8,74,74,2.608,0,0,1491,1433,0,
3,1,4,6,8,8,75,75,2.771,0,0,2120,2022,0,
4,1,4,6,8,8,77,77,2.835,0,0,2953,3710,0,
5,1,4,6,8,8,79,79,2.877,0,0,4363,4194,0,
6,1,4,6,8,8,80,80,2.642,0,0,5343,4794,0,
7,1,4,6,8,8,81,81,2.855,0,0,6149,5208,0,
8,1,4,6,8,8,83,83,2.687,0,0,7816,7046,0,
1,1,4,7,8,8,73,73,2.195,0,0,1102,1040,0,
2,1,4,7,8,8,74,74,2.608,0,0,1703,1599,0,
3,1,4,7,8,8,75,75,2.771,0,0,2410,2273,0,
4,1,4,7,8,8,77,77,2.835,0,0,3381,4242,0,
5,1,4,7,8,8,79,79,2.888,0,0,5346,4969,0,
6,1,4,7,8,8,80,80,2.642,0,0,6115,5480,0,
7,1,4,7,8,8,81,81,2.855,0,0,7055,5963,0,
8,1,4,7,8,8,83,83,2.687,0,0,8988,8102,0,
1,1,4,8,8,8,73,73,2.195,0,0,1240,1132,0,
2,1,4,8,8,8,74,74,2.608,0,0,1915,1765,0,
3,1,4,8,8,8,75,75,2.771,0,0,2700,2524,0,
4,1,4,8,8,8,77,77,2.835,0,0,3809,4774,0,
5,1,4,8,8,8,79,79,2.888,0,0,6008,5582,0,
6,1,4,8,8,8,80,80,2.642,0,0,6887,6166,0,
7,1,4,8,8,8,81,81,2.855,0,0,7961,6718,0,
8,1,4,8,8,8,83,83,2.687,0,0,10160,9158,0,
1,1,5,1,8,8,73,73,2.154,0,0,244,480,0,
2,1,5,1,8,8,75,75,2.56,0,0,366,590,0,
3,1,5,1,8,8,76,76,2.649,0,0,474,697,0,
4,1,5,1,8,8,77,77,2.839,0,0,670,1064,0,
5,1,5,1,8,8,79,79,2.844,0,0,976,1163,0,
6,1,5,1,8,8,80,80,2.68,0,0,1112,1252,0,
7,1,5,1,8,8,81,81,2.83,0,0,1346,1369,0,
8,1,5,1,8,8,83,83,2.687,0,0,1747,1775,0,
1,1,5,2,8,8,73,73,2.154,0,0,433,602,0,
2,1,5,2,8,8,75,75,2.533,0,0,671,823,0,
3,1,5,2,8,8,75,75,2.913,0,0,862,1034,0,
4,1,5,2,8,8,77,77,2.802,0,0,1276,1769,0,
5,1,5,2,8,8,79,79,2.825,0,0,1882,1971,0,
6,1,5,2,8,8,80,80,2.661,0,0,2155,2149,0,
7,1,5,2,8,8,81,81,2.83,0,0,2618,2379,0,
8,1,5,2,8,8,83,83,2.687,0,0,3349,3159,0,
1,1,5,3,8,8,73,73,2.154,0,0,610,718,0,
2,1,5,3,8,8,74,74,2.918,0,0,930,1038,0,
3,1,5,3,8,8,75,75,2.894,0,0,1304,1394,0,
4,1,5,3,8,8,77,77,2.783,0,0,1825,2446,0,
5,1,5,3,8,8,79,79,2.825,0,0,2834,2800,0,
6,1,5,3,8,8,80,80,2.713,0,0,3276,3084,0,
7,1,5,3,8,8,81,81,2.844,0,0,3779,3336,0,
8,1,5,3,8,8,83,83,2.687,0,0,4847,4490,0,
1,1,5,4,8,8,73,73,2.154,0,0,815,849,0,
2,1,5,4,8,8,74,74,2.918,0,0,1259,1285,0,
3,1,5,4,8,8,75,75,2.894,0,0,1665,1713,0,
4,1,5,4,8,8,77,77,2.783,0,0,2485,3177,0,
5,1,5,4,8,8,79,79,2.877,0,0,3691,3584,0,
6,1,5,4,8,8,80,80,2.713,0,0,4238,3940,0,
7,1,5,4,8,8,81,81,2.844,0,0,5164,4405,0,
8,1,5,4,8,8,83,83,2.687,0,0,6555,5933,0,
1,1,5,5,8,8,73,73,2.154,0,0,996,966,0,
2,1,5,5,8,8,74,74,2.899,0,0,1539,1507,0,
3,1,5,5,8,8,75,75,2.894,0,0,2153,2094,0,
4,1,5,5,8,8,77,77,2.835,0,0,3050,3863,0,
5,1,5,5,8,8,79,79,2.877,0,0,4516,4351,0,
6,1,5,5,8,8,80,80,2.713,0,0,5456,4925,0,
7,1,5,5,8,8,81,81,2.855,0,0,6358,5378,0,
8,1,5,5,8,8,83,83,2.687,0,0,8079,7280,0,
1,1,5,6,8,8,73,73,2.154,0,0,1169,1080,0,
2,1,5,6,8,8,74,74,2.899,0,0,1803,1721,0,
3,1,5,6,8,8,76,76,2.646,0,0,2609,2432,0,
4,1,5,6,8,8,77,77,2.835,0,0,3583,4532,0,
5,1,5,6,8,8,79,79,2.877,0,0,5597,5247,0,
6,1,5,6,8,8,80,80,2.724,0,0,6483,5814,0,
7,1,5,6,8,8,81,81,2.855,0,0,7487,6318,0,
8,1,5,6,8,8,83,83,2.687,0,0,9538,8594,0,
1,1,5,7,8,8,73,73,2.317,0,0,1405,1227,0,
2,1,5,7,8,8,74,74,2.899,0,0,2194,1997,0,
3,1,5,7,8,8,76,76,2.646,0,0,2980,2751,0,
4,1,5,7,8,8,77,77,2.835,0,0,4372,5330,0,
5,1,5,7,8,8,79,79,2.888,0,0,6487,6047,0,
6,1,5,7,8,8,80,80,2.724,0,0,7445,6670,0,
7,1,5,7,8,8,81,81,2.855,0,0,8616,7258,0,
8,1,5,7,8,8,83,83,2.687,0,0,11509,10163,0,
1,1,5,8,8,8,73,73,2.317,0,0,1577,1341,0,
2,1,5,8,8,8,74,74,2.899,0,0,2458,2211,0,
3,1,5,8,8,8,76,76,2.646,0,0,3351,3070,0,
4,1,5,8,8,8,77,77,2.835,0,0,4905,5999,0,
5,1,5,8,8,8,79,79,2.888,0,0,7312,6814,0,
6,1,5,8,8,8,80,80,2.724,0,0,8407,7526,0,
7,1,5,8,8,8,81,81,2.855,0,0,10257,8453,0,
8,1,5,8,8,8,83,83,2.687,0,0,12968,11477,0,
1,1,6,1,8,8,73,73,2.154,0,0,278,502,0,
2,1,6,1,8,8,75,75,2.56,0,0,419,638,0,
3,1,6,1,8,8,76,76,2.649,0,0,579,782,0,
4,1,6,1,8,8,77,77,2.839,0,0,775,1201,0,
5,1,6,1,8,8,79,79,2.844,0,0,1144,1317,0,
6,1,6,1,8,8,80,80,2.68,0,0,1373,1455,0,
7,1,6,1,8,8,81,81,2.83,0,0,1576,1554,0,
8,1,6,1,8,8,83,83,2.587,0,0,2031,2033,0,
1,1,6,2,8,8,73,73,2.154,0,0,501,646,0,
2,1,6,2,8,8,75,75,2.533,0,0,777,919,0,
3,1,6,2,8,8,76,76,2.612,0,0,1096,1205,0,
4,1,6,2,8,8,77,77,2.802,0,0,1486,2043,0,
5,1,6,2,8,8,79,79,2.825,0,0,2218,2279,0,
6,1,6,2,8,8,80,80,2.669,0,0,2640,2551,0,
7,1,6,2,8,8,81,81,2.83,0,0,3037,2749,0,
8,1,6,2,8,8,83,83,2.587,0,0,3920,3675,0,
1,1,6,3,8,8,73,73,2.154,0,0,744,801,0,
2,1,6,3,8,8,75,75,2.496,0,0,1172,1217,0,
3,1,6,3,8,8,76,76,2.594,0,0,1556,1600,0,
4,1,6,3,8,8,77,77,2.783,0,0,2267,2919,0,
5,1,6,3,8,8,79,79,2.825,0,0,3338,3262,0,
6,1,6,3,8,8,80,80,2.713,0,0,3820,3594,0,
7,1,6,3,8,8,81,81,2.844,0,0,4416,3891,0,
8,1,6,3,8,8,83,83,2.587,0,0,5961,5393,0,
1,1,6,4,8,8,73,73,2.154,0,0,951,937,0,
2,1,6,4,8,8,75,75,2.496,0,0,1494,1479,0,
3,1,6,4,8,8,76,76,2.594,0,0,2127,2049,0,
4,1,6,4,8,8,77,77,2.783,0,0,2905,3725,0,
5,1,6,4,8,8,79,79,2.877,0,0,4363,4200,0,
6,1,6,4,8,8,80,80,2.713,0,0,5224,4749,0,
7,1,6,4,8,8,81,81,2.844,0,0,6019,5145,0,
8,1,6,4,8,8,83,83,2.587,0,0,7700,6965,0,
1,1,6,5,8,8,73,73,2.154,0,0,1166,1076,0,
2,1,6,5,8,8,75,75,2.477,0,0,1832,1749,0,
3,1,6,5,8,8,76,76,2.594,0,0,2571,2436,0,
4,1,6,5,8,8,77,77,2.835,0,0,3575,4548,0,
5,1,6,5,8,8,79,79,2.877,0,0,5612,5250,0,
6,1,6,5,8,8,80,80,2.713,0,0,6372,5775,0,
7,1,6,5,8,8,81,81,2.855,0,0,7431,6303,0,
8,1,6,5,8,8,83,83,2.587,0,0,9511,8570,0,
1,1,6,6,8,8,73,73,2.154,0,0,1438,1245,0,
2,1,6,6,8,8,75,75,2.477,0,0,2281,2073,0,
3,1,6,6,8,8,76,76,2.646,0,0,3047,2840,0,
4,1,6,6,8,8,77,77,2.835,0,0,4469,5483,0,
5,1,6,6,8,8,79,79,2.877,0,0,6605,6171,0,
6,1,6,6,8,8,80,80,2.724,0,0,7585,6834,0,
7,1,6,6,8,8,81,81,2.855,0,0,8778,7428,0,
8,1,6,6,8,8,83,83,2.587,0,0,11769,10397,0,
1,1,6,7,8,8,73,73,2.317,0,0,1643,1381,0,
2,1,6,7,8,8,75,75,2.477,0,0,2603,2335,0,
3,1,6,7,8,8,76,76,2.646,0,0,3491,3227,0,
4,1,6,7,8,8,77,77,2.835,0,0,5107,6289,0,
5,1,6,7,8,8,79,79,2.888,0,0,7663,7125,0,
6,1,6,7,8,8,80,80,2.724,0,0,8733,7860,0,
7,1,6,7,8,8,81,81,2.855,0,0,10637,8808,0,
8,1,6,7,8,8,83,83,2.587,0,0,13515,11969,0,
1,1,6,8,8,8,73,73,2.317,0,0,1849,1517,0,
2,1,6,8,8,8,75,75,2.477,0,0,2925,2597,0,
3,1,6,8,8,8,76,76,2.646,0,0,4191,3743,0,
4,1,6,8,8,8,77,77,2.835,0,0,5745,7095,0,
5,1,6,8,8,8,79,79,2.888,0,0,8656,8046,0,
6,1,6,8,8,8,80,80,2.724,0,0,10393,9141,0,
7,1,6,8,8,8,81,81,2.855,0,0,11984,9933,0,
8,1,6,8,8,8,83,83,2.587,0,0,14149,13247,0,
1,1,7,1,8,8,73,73,2.154,0,0,312,524,0,
2,1,7,1,8,8,75,75,2.718,0,0,472,686,0,
3,1,7,1,8,8,76,76,2.6,0,0,637,850,0,
4,1,7,1,8,8,77,77,2.73,0,0,877,1338,0,
5,1,7,1,8,8,79,79,2.566,0,0,1369,1504,0,
6,1,7,1,8,8,80,80,2.68,0,0,1563,1625,0,
7,1,7,1,8,8,81,81,2.83,0,0,1799,1739,0,
8,1,7,1,8,8,83,83,2.587,0,0,2318,2291,0,
1,1,7,2,8,8,73,73,2.154,0,0,569,690,0,
2,1,7,2,8,8,75,75,2.691,0,0,883,1015,0,
3,1,7,2,8,8,76,76,2.906,0,0,1242,1341,0,
4,1,7,2,8,8,77,77,2.693,0,0,1693,2317,0,
5,1,7,2,8,8,79,79,2.547,0,0,2668,2649,0,
6,1,7,2,8,8,80,80,2.669,0,0,3020,2891,0,
7,1,7,2,8,8,81,81,2.83,0,0,3483,3119,0,
8,1,7,2,8,8,83,83,2.587,0,0,4494,4191,0,
1,1,7,3,8,8,73,73,2.154,0,0,846,867,0,
2,1,7,3,8,8,75,75,2.654,0,0,1331,1361,0,
3,1,7,3,8,8,76,76,2.888,0,0,1775,1804,0,
4,1,7,3,8,8,77,77,2.674,0,0,2579,3330,0,
5,1,7,3,8,8,79,79,2.547,0,0,3824,3724,0,
6,1,7,3,8,8,80,80,2.713,0,0,4390,4104,0,
7,1,7,3,8,8,81,81,2.844,0,0,5341,4575,0,
8,1,7,3,8,8,83,83,2.587,0,0,6822,6167,0,
1,1,7,4,8,8,73,73,2.154,0,0,1087,1025,0,
2,1,7,4,8,8,75,75,2.654,0,0,1706,1671,0,
3,1,7,4,8,8,76,76,2.888,0,0,2419,2321,0,
4,1,7,4,8,8,77,77,2.674,0,0,3322,4273,0,
5,1,7,4,8,8,79,79,2.599,0,0,5268,4945,0,
6,1,7,4,8,8,80,80,2.713,0,0,5984,5429,0,
7,1,7,4,8,8,81,81,2.844,0,0,6911,5885,0,
8,1,7,4,8,8,83,83,2.587,0,0,8848,7997,0,
1,1,7,5,8,8,73,73,2.154,0,0,1401,1219,0,
2,1,7,5,8,8,75,75,2.635,0,0,2224,2051,0,
3,1,7,5,8,8,76,76,2.888,0,0,2936,2776,0,
4,1,7,5,8,8,77,77,2.726,0,0,4353,5362,0,
5,1,7,5,8,8,79,79,2.599,0,0,6424,6020,0,
6,1,7,5,8,8,80,80,2.713,0,0,7322,6625,0,
7,1,7,5,8,8,81,81,2.855,0,0,8546,7228,0,
8,1,7,5,8,8,83,83,2.587,0,0,11458,10115,0,
1,1,7,6,8,8,73,73,2.154,0,0,1642,1377,0,
2,1,7,6,8,8,75,75,2.635,0,0,2599,2361,0,
3,1,7,6,8,8,76,76,2.357,0,0,3482,3248,0,
