x_exp_width,x_man_width,x_row,x_col,x_row_depth,x_col_depth,w_exp_width,w_man_width,latency_min,latency_max,clock_period,bram,dsp,ff,lut,uram,
8,2,1,1,8,8,8,2,67,67,2.179,0,0,25,111,0,
8,2,1,1,8,8,8,2,67,67,2.179,0,0,25,111,0,
8,2,1,1,8,8,8,2,67,67,2.179,0,0,25,111,0,
8,2,1,1,8,8,8,2,67,67,2.179,0,0,25,111,0,
8,2,1,1,8,8,8,2,67,67,2.179,0,0,25,111,0,
8,2,1,1,8,8,8,2,67,67,2.179,0,0,25,111,0,
8,2,1,1,8,8,8,2,67,67,2.179,0,0,25,111,0,
8,2,1,1,8,8,8,2,67,67,2.179,0,0,25,111,0,
8,2,1,1,8,8,8,2,67,67,2.179,0,0,25,111,0,
8,2,1,1,8,8,8,2,67,67,2.179,0,0,25,111,0,
8,2,1,1,8,8,8,2,67,67,2.179,0,0,25,111,0,
8,2,1,1,8,8,8,2,67,67,2.179,0,0,25,111,0,
8,4,1,1,8,8,8,4,67,67,2.511,0,0,29,119,0,
8,4,1,1,8,8,8,4,67,67,2.511,0,0,29,119,0,
8,4,1,1,8,8,8,4,67,67,2.511,0,0,29,119,0,
8,4,1,1,8,8,8,4,67,67,2.511,0,0,29,119,0,
8,4,1,1,8,8,8,4,67,67,2.511,0,0,29,119,0,
8,4,1,1,8,8,8,4,67,67,2.511,0,0,29,119,0,
8,4,1,1,8,8,8,4,67,67,2.511,0,0,29,119,0,
8,4,1,1,8,8,8,4,67,67,2.511,0,0,29,119,0,
8,4,1,1,8,8,8,4,67,67,2.511,0,0,29,119,0,
8,4,1,1,8,8,8,4,67,67,2.511,0,0,29,119,0,
8,4,1,1,8,8,8,4,67,67,2.511,0,0,29,119,0,
8,4,1,1,8,8,8,4,67,67,2.511,0,0,29,119,0,
8,4,1,1,8,8,8,4,67,67,2.511,0,0,29,119,0,
8,4,1,1,8,8,8,4,67,67,2.511,0,0,29,119,0,
8,4,1,1,8,8,8,4,67,67,2.511,0,0,29,119,0,
8,4,1,1,8,8,8,4,67,67,2.511,0,0,29,119,0,
8,6,1,1,8,8,8,6,67,67,2.658,0,0,44,153,0,
8,6,1,1,8,8,8,6,67,67,2.658,0,0,44,153,0,
8,6,1,1,8,8,8,6,67,67,2.658,0,0,44,153,0,
8,6,1,1,8,8,8,6,67,67,2.658,0,0,44,153,0,
8,6,1,1,8,8,8,6,67,67,2.658,0,0,44,153,0,
8,6,1,1,8,8,8,6,67,67,2.658,0,0,44,153,0,
8,6,1,1,8,8,8,6,67,67,2.658,0,0,44,153,0,
8,6,1,1,8,8,8,6,67,67,2.658,0,0,44,153,0,
8,6,1,1,8,8,8,6,67,67,2.658,0,0,44,153,0,
8,6,1,1,8,8,8,6,67,67,2.658,0,0,44,153,0,
8,6,1,1,8,8,8,6,67,67,2.658,0,0,44,153,0,
8,6,1,1,8,8,8,6,67,67,2.658,0,0,44,153,0,
8,6,1,1,8,8,8,6,67,67,2.658,0,0,44,153,0,
8,6,1,1,8,8,8,6,67,67,2.658,0,0,44,153,0,
8,6,1,1,8,8,8,6,67,67,2.658,0,0,44,153,0,
8,6,1,1,8,8,8,6,67,67,2.658,0,0,44,153,0,
8,8,1,1,8,8,8,8,68,68,1.793,0,0,55,174,0,
8,8,1,1,8,8,8,8,68,68,1.793,0,0,55,174,0,
8,8,1,1,8,8,8,8,68,68,1.793,0,0,55,174,0,
8,8,1,1,8,8,8,8,68,68,1.793,0,0,55,174,0,
8,8,1,1,8,8,8,8,68,68,1.793,0,0,55,174,0,
8,8,1,1,8,8,8,8,68,68,1.793,0,0,55,174,0,
8,8,1,1,8,8,8,8,68,68,1.793,0,0,55,174,0,
8,8,1,1,8,8,8,8,68,68,1.793,0,0,55,174,0,
8,8,1,1,8,8,8,8,68,68,1.793,0,0,55,174,0,
8,8,1,1,8,8,8,8,68,68,1.793,0,0,55,174,0,
8,8,1,1,8,8,8,8,68,68,1.793,0,0,55,174,0,
8,8,1,1,8,8,8,8,68,68,1.793,0,0,55,174,0,
8,8,1,1,8,8,8,8,68,68,1.793,0,0,55,174,0,
8,8,1,1,8,8,8,8,68,68,1.793,0,0,55,174,0,
8,8,1,1,8,8,8,8,68,68,1.793,0,0,55,174,0,
8,8,1,1,8,8,8,8,68,68,1.793,0,0,55,174,0,
2,2,1,2,8,8,2,2,68,68,2.428,0,0,42,237,0,
2,2,1,2,8,8,2,2,68,68,2.428,0,0,42,237,0,
2,2,1,2,8,8,2,2,68,68,2.428,0,0,42,237,0,
2,2,1,2,8,8,2,2,68,68,2.428,0,0,42,237,0,
2,2,1,2,8,8,2,2,68,68,2.428,0,0,42,237,0,
2,2,1,2,8,8,2,2,68,68,2.428,0,0,42,237,0,
2,2,1,2,8,8,2,2,68,68,2.428,0,0,42,237,0,
2,2,1,2,8,8,2,2,68,68,2.428,0,0,42,237,0,
2,2,1,2,8,8,2,2,68,68,2.428,0,0,42,237,0,
2,2,1,2,8,8,2,2,68,68,2.428,0,0,42,237,0,
2,2,1,2,8,8,2,2,68,68,2.428,0,0,42,237,0,
2,2,1,2,8,8,2,2,68,68,2.428,0,0,42,237,0,
2,2,1,2,8,8,2,2,68,68,2.428,0,0,42,237,0,
2,2,1,2,8,8,2,2,68,68,2.428,0,0,42,237,0,
2,2,1,2,8,8,2,2,68,68,2.428,0,0,42,237,0,
2,2,1,2,8,8,2,2,68,68,2.428,0,0,42,237,0,
2,4,1,2,8,8,2,4,68,68,2.91,0,0,61,385,0,
2,4,1,2,8,8,2,4,68,68,2.91,0,0,61,385,0,
2,4,1,2,8,8,2,4,68,68,2.91,0,0,61,385,0,
2,4,1,2,8,8,2,4,68,68,2.91,0,0,61,385,0,
2,4,1,2,8,8,2,4,68,68,2.91,0,0,61,385,0,
2,4,1,2,8,8,2,4,68,68,2.91,0,0,61,385,0,
2,4,1,2,8,8,2,4,68,68,2.91,0,0,61,385,0,
2,4,1,2,8,8,2,4,68,68,2.91,0,0,61,385,0,
2,4,1,2,8,8,2,4,68,68,2.91,0,0,61,385,0,
2,4,1,2,8,8,2,4,68,68,2.91,0,0,61,385,0,
2,4,1,2,8,8,2,4,68,68,2.91,0,0,61,385,0,
2,4,1,2,8,8,2,4,68,68,2.91,0,0,61,385,0,
2,4,1,2,8,8,2,4,68,68,2.91,0,0,61,385,0,
2,4,1,2,8,8,2,4,68,68,2.91,0,0,61,385,0,
2,4,1,2,8,8,2,4,68,68,2.91,0,0,61,385,0,
2,4,1,2,8,8,2,4,68,68,2.91,0,0,61,385,0,
2,6,1,2,8,8,2,6,68,68,2.825,0,0,109,798,0,
2,6,1,2,8,8,2,6,68,68,2.825,0,0,109,798,0,
2,6,1,2,8,8,2,6,68,68,2.825,0,0,109,798,0,
2,6,1,2,8,8,2,6,68,68,2.825,0,0,109,798,0,
2,6,1,2,8,8,2,6,68,68,2.825,0,0,109,798,0,
2,6,1,2,8,8,2,6,68,68,2.825,0,0,109,798,0,
2,6,1,2,8,8,2,6,68,68,2.825,0,0,109,798,0,
2,6,1,2,8,8,2,6,68,68,2.825,0,0,109,798,0,
2,6,1,2,8,8,2,6,68,68,2.825,0,0,109,798,0,
2,6,1,2,8,8,2,6,68,68,2.825,0,0,109,798,0,
2,6,1,2,8,8,2,6,68,68,2.825,0,0,109,798,0,
2,6,1,2,8,8,2,6,68,68,2.825,0,0,109,798,0,
2,6,1,2,8,8,2,6,68,68,2.825,0,0,109,798,0,
2,6,1,2,8,8,2,6,68,68,2.825,0,0,109,798,0,
2,6,1,2,8,8,2,6,68,68,2.825,0,0,109,798,0,
2,6,1,2,8,8,2,6,68,68,2.825,0,0,109,798,0,
2,8,1,2,8,8,2,8,69,69,2.785,0,0,208,1152,0,
2,8,1,2,8,8,2,8,69,69,2.785,0,0,208,1152,0,
2,8,1,2,8,8,2,8,69,69,2.785,0,0,208,1152,0,
2,8,1,2,8,8,2,8,69,69,2.785,0,0,208,1152,0,
2,8,1,2,8,8,2,8,69,69,2.785,0,0,208,1152,0,
2,8,1,2,8,8,2,8,69,69,2.785,0,0,208,1152,0,
2,8,1,2,8,8,2,8,69,69,2.785,0,0,208,1152,0,
2,8,1,2,8,8,2,8,69,69,2.785,0,0,208,1152,0,
2,8,1,2,8,8,2,8,69,69,2.785,0,0,208,1152,0,
2,8,1,2,8,8,2,8,69,69,2.785,0,0,208,1152,0,
2,8,1,2,8,8,2,8,69,69,2.785,0,0,208,1152,0,
2,8,1,2,8,8,2,8,69,69,2.785,0,0,208,1152,0,
2,8,1,2,8,8,2,8,69,69,2.785,0,0,208,1152,0,
2,8,1,2,8,8,2,8,69,69,2.785,0,0,208,1152,0,
2,8,1,2,8,8,2,8,69,69,2.785,0,0,208,1152,0,
2,8,1,2,8,8,2,8,69,69,2.785,0,0,208,1152,0,
4,2,1,2,8,8,4,2,68,68,2.562,0,0,48,245,0,
4,2,1,2,8,8,4,2,68,68,2.562,0,0,48,245,0,
4,2,1,2,8,8,4,2,68,68,2.562,0,0,48,245,0,
4,2,1,2,8,8,4,2,68,68,2.562,0,0,48,245,0,
4,2,1,2,8,8,4,2,68,68,2.562,0,0,48,245,0,
4,2,1,2,8,8,4,2,68,68,2.562,0,0,48,245,0,
4,2,1,2,8,8,4,2,68,68,2.562,0,0,48,245,0,
4,2,1,2,8,8,4,2,68,68,2.562,0,0,48,245,0,
4,2,1,2,8,8,4,2,68,68,2.562,0,0,48,245,0,
4,2,1,2,8,8,4,2,68,68,2.562,0,0,48,245,0,
4,2,1,2,8,8,4,2,68,68,2.562,0,0,48,245,0,
4,2,1,2,8,8,4,2,68,68,2.562,0,0,48,245,0,
4,2,1,2,8,8,4,2,68,68,2.562,0,0,48,245,0,
4,2,1,2,8,8,4,2,68,68,2.562,0,0,48,245,0,
4,2,1,2,8,8,4,2,68,68,2.562,0,0,48,245,0,
4,2,1,2,8,8,4,2,68,68,2.562,0,0,48,245,0,
4,4,1,2,8,8,4,4,68,68,2.915,0,0,80,393,0,
4,4,1,2,8,8,4,4,68,68,2.915,0,0,80,393,0,
4,4,1,2,8,8,4,4,68,68,2.915,0,0,80,393,0,
4,4,1,2,8,8,4,4,68,68,2.915,0,0,80,393,0,
4,4,1,2,8,8,4,4,68,68,2.915,0,0,80,393,0,
4,4,1,2,8,8,4,4,68,68,2.915,0,0,80,393,0,
4,4,1,2,8,8,4,4,68,68,2.915,0,0,80,393,0,
4,4,1,2,8,8,4,4,68,68,2.915,0,0,80,393,0,
4,4,1,2,8,8,4,4,68,68,2.915,0,0,80,393,0,
4,4,1,2,8,8,4,4,68,68,2.915,0,0,80,393,0,
4,4,1,2,8,8,4,4,68,68,2.915,0,0,80,393,0,
4,4,1,2,8,8,4,4,68,68,2.915,0,0,80,393,0,
4,4,1,2,8,8,4,4,68,68,2.915,0,0,80,393,0,
4,4,1,2,8,8,4,4,68,68,2.915,0,0,80,393,0,
4,4,1,2,8,8,4,4,68,68,2.915,0,0,80,393,0,
4,4,1,2,8,8,4,4,68,68,2.915,0,0,80,393,0,
4,6,1,2,8,8,4,6,68,68,2.825,0,0,121,812,0,
4,6,1,2,8,8,4,6,68,68,2.825,0,0,121,812,0,
4,6,1,2,8,8,4,6,68,68,2.825,0,0,121,812,0,
4,6,1,2,8,8,4,6,68,68,2.825,0,0,121,812,0,
4,6,1,2,8,8,4,6,68,68,2.825,0,0,121,812,0,
4,6,1,2,8,8,4,6,68,68,2.825,0,0,121,812,0,
4,6,1,2,8,8,4,6,68,68,2.825,0,0,121,812,0,
4,6,1,2,8,8,4,6,68,68,2.825,0,0,121,812,0,
4,6,1,2,8,8,4,6,68,68,2.825,0,0,121,812,0,
4,6,1,2,8,8,4,6,68,68,2.825,0,0,121,812,0,
4,6,1,2,8,8,4,6,68,68,2.825,0,0,121,812,0,
4,6,1,2,8,8,4,6,68,68,2.825,0,0,121,812,0,
4,6,1,2,8,8,4,6,68,68,2.825,0,0,121,812,0,
4,6,1,2,8,8,4,6,68,68,2.825,0,0,121,812,0,
4,6,1,2,8,8,4,6,68,68,2.825,0,0,121,812,0,
4,6,1,2,8,8,4,6,68,68,2.825,0,0,121,812,0,
4,8,1,2,8,8,4,8,69,69,2.918,0,0,218,1166,0,
4,8,1,2,8,8,4,8,69,69,2.918,0,0,218,1166,0,
4,8,1,2,8,8,4,8,69,69,2.918,0,0,218,1166,0,
4,8,1,2,8,8,4,8,69,69,2.918,0,0,218,1166,0,
4,8,1,2,8,8,4,8,69,69,2.918,0,0,218,1166,0,
4,8,1,2,8,8,4,8,69,69,2.918,0,0,218,1166,0,
4,8,1,2,8,8,4,8,69,69,2.918,0,0,218,1166,0,
4,8,1,2,8,8,4,8,69,69,2.918,0,0,218,1166,0,
4,8,1,2,8,8,4,8,69,69,2.918,0,0,218,1166,0,
4,8,1,2,8,8,4,8,69,69,2.918,0,0,218,1166,0,
4,8,1,2,8,8,4,8,69,69,2.918,0,0,218,1166,0,
4,8,1,2,8,8,4,8,69,69,2.918,0,0,218,1166,0,
4,8,1,2,8,8,4,8,69,69,2.918,0,0,218,1166,0,
4,8,1,2,8,8,4,8,69,69,2.918,0,0,218,1166,0,
4,8,1,2,8,8,4,8,69,69,2.918,0,0,218,1166,0,
4,8,1,2,8,8,4,8,69,69,2.918,0,0,218,1166,0,
6,2,1,2,8,8,6,2,68,68,2.589,0,0,54,257,0,
6,2,1,2,8,8,6,2,68,68,2.589,0,0,54,257,0,
6,2,1,2,8,8,6,2,68,68,2.589,0,0,54,257,0,
6,2,1,2,8,8,6,2,68,68,2.589,0,0,54,257,0,
6,2,1,2,8,8,6,2,68,68,2.589,0,0,54,257,0,
6,2,1,2,8,8,6,2,68,68,2.589,0,0,54,257,0,
6,2,1,2,8,8,6,2,68,68,2.589,0,0,54,257,0,
6,2,1,2,8,8,6,2,68,68,2.589,0,0,54,257,0,
6,2,1,2,8,8,6,2,68,68,2.589,0,0,54,257,0,
6,2,1,2,8,8,6,2,68,68,2.589,0,0,54,257,0,
