x_width,x_frac_width,x_row,x_col,x_row_depth,x_col_depth,w_width,w_frac_width,loc,
1,1,1,2,8,8,2,1,78,
1,1,1,2,8,8,3,1,78,
1,1,1,2,8,8,4,1,78,
1,1,1,2,8,8,5,1,78,
1,1,1,2,8,8,6,1,78,
1,1,1,2,8,8,7,1,78,
1,1,1,2,8,8,8,1,78,
2,1,1,2,8,8,1,1,78,
2,1,1,2,8,8,2,1,78,
2,1,1,2,8,8,3,1,78,
2,1,1,2,8,8,4,1,78,
2,1,1,2,8,8,5,1,78,
2,1,1,2,8,8,6,1,78,
2,1,1,2,8,8,7,1,78,
2,1,1,2,8,8,8,1,78,
3,1,1,2,8,8,1,1,78,
3,1,1,2,8,8,2,1,78,
3,1,1,2,8,8,3,1,78,
3,1,1,2,8,8,4,1,78,
3,1,1,2,8,8,5,1,78,
3,1,1,2,8,8,6,1,78,
3,1,1,2,8,8,7,1,78,
3,1,1,2,8,8,8,1,78,
4,1,1,2,8,8,1,1,78,
4,1,1,2,8,8,2,1,78,
4,1,1,2,8,8,3,1,78,
4,1,1,2,8,8,4,1,78,
4,1,1,2,8,8,5,1,78,
4,1,1,2,8,8,6,1,78,
4,1,1,2,8,8,7,1,78,
4,1,1,2,8,8,8,1,78,
5,1,1,2,8,8,1,1,78,
5,1,1,2,8,8,2,1,78,
5,1,1,2,8,8,3,1,78,
5,1,1,2,8,8,4,1,78,
5,1,1,2,8,8,5,1,78,
5,1,1,2,8,8,6,1,78,
5,1,1,2,8,8,7,1,78,
5,1,1,2,8,8,8,1,78,
6,1,1,2,8,8,1,1,78,
6,1,1,2,8,8,2,1,78,
6,1,1,2,8,8,3,1,78,
6,1,1,2,8,8,4,1,78,
6,1,1,2,8,8,5,1,78,
6,1,1,2,8,8,6,1,78,
6,1,1,2,8,8,7,1,78,
6,1,1,2,8,8,8,1,78,
7,1,1,2,8,8,1,1,78,
7,1,1,2,8,8,2,1,78,
7,1,1,2,8,8,3,1,78,
7,1,1,2,8,8,4,1,78,
7,1,1,2,8,8,5,1,78,
7,1,1,2,8,8,6,1,78,
7,1,1,2,8,8,7,1,78,
7,1,1,2,8,8,8,1,78,
8,1,1,2,8,8,1,1,78,
8,1,1,2,8,8,2,1,78,
8,1,1,2,8,8,3,1,78,
8,1,1,2,8,8,4,1,78,
8,1,1,2,8,8,5,1,78,
8,1,1,2,8,8,6,1,78,
8,1,1,2,8,8,7,1,78,
8,1,1,2,8,8,8,1,78,
1,1,1,3,8,8,1,1,83,
1,1,1,3,8,8,2,1,83,
1,1,1,3,8,8,3,1,83,
1,1,1,3,8,8,4,1,83,
1,1,1,3,8,8,5,1,83,
1,1,1,3,8,8,6,1,83,
1,1,1,3,8,8,7,1,83,
1,1,1,3,8,8,8,1,83,
2,1,1,3,8,8,1,1,83,
2,1,1,3,8,8,2,1,83,
2,1,1,3,8,8,3,1,83,
2,1,1,3,8,8,4,1,83,
2,1,1,3,8,8,5,1,83,
2,1,1,3,8,8,6,1,83,
2,1,1,3,8,8,7,1,83,
2,1,1,3,8,8,8,1,83,
3,1,1,3,8,8,1,1,83,
3,1,1,3,8,8,2,1,83,
3,1,1,3,8,8,3,1,83,
3,1,1,3,8,8,4,1,83,
3,1,1,3,8,8,5,1,83,
3,1,1,3,8,8,6,1,83,
3,1,1,3,8,8,7,1,83,
3,1,1,3,8,8,8,1,83,
4,1,1,3,8,8,1,1,83,
4,1,1,3,8,8,2,1,83,
4,1,1,3,8,8,3,1,83,
4,1,1,3,8,8,4,1,83,
4,1,1,3,8,8,5,1,83,
4,1,1,3,8,8,6,1,83,
4,1,1,3,8,8,7,1,83,
4,1,1,3,8,8,8,1,83,
5,1,1,3,8,8,1,1,83,
5,1,1,3,8,8,2,1,83,
5,1,1,3,8,8,3,1,83,
5,1,1,3,8,8,4,1,83,
5,1,1,3,8,8,5,1,83,
5,1,1,3,8,8,6,1,83,
5,1,1,3,8,8,7,1,83,
5,1,1,3,8,8,8,1,83,
6,1,1,3,8,8,1,1,83,
6,1,1,3,8,8,2,1,83,
6,1,1,3,8,8,3,1,83,
6,1,1,3,8,8,4,1,83,
6,1,1,3,8,8,5,1,83,
6,1,1,3,8,8,6,1,83,
6,1,1,3,8,8,7,1,83,
6,1,1,3,8,8,8,1,83,
7,1,1,3,8,8,1,1,83,
7,1,1,3,8,8,2,1,83,
7,1,1,3,8,8,3,1,83,
7,1,1,3,8,8,4,1,83,
7,1,1,3,8,8,5,1,83,
7,1,1,3,8,8,6,1,83,
7,1,1,3,8,8,7,1,83,
7,1,1,3,8,8,8,1,83,
8,1,1,3,8,8,1,1,83,
8,1,1,3,8,8,2,1,83,
8,1,1,3,8,8,3,1,83,
8,1,1,3,8,8,4,1,83,
8,1,1,3,8,8,5,1,83,
8,1,1,3,8,8,6,1,83,
8,1,1,3,8,8,7,1,83,
8,1,1,3,8,8,8,1,83,
1,1,1,4,8,8,1,1,88,
1,1,1,4,8,8,2,1,88,
1,1,1,4,8,8,3,1,88,
1,1,1,4,8,8,4,1,88,
1,1,1,4,8,8,5,1,88,
1,1,1,4,8,8,6,1,88,
1,1,1,4,8,8,7,1,88,
1,1,1,4,8,8,8,1,88,
2,1,1,4,8,8,1,1,88,
2,1,1,4,8,8,2,1,88,
2,1,1,4,8,8,3,1,88,
2,1,1,4,8,8,4,1,88,
2,1,1,4,8,8,5,1,88,
2,1,1,4,8,8,6,1,88,
2,1,1,4,8,8,7,1,88,
2,1,1,4,8,8,8,1,88,
3,1,1,4,8,8,1,1,88,
3,1,1,4,8,8,2,1,88,
3,1,1,4,8,8,3,1,88,
3,1,1,4,8,8,4,1,88,
3,1,1,4,8,8,5,1,88,
3,1,1,4,8,8,6,1,88,
3,1,1,4,8,8,7,1,88,
3,1,1,4,8,8,8,1,88,
4,1,1,4,8,8,1,1,88,
4,1,1,4,8,8,2,1,88,
4,1,1,4,8,8,3,1,88,
4,1,1,4,8,8,4,1,88,
4,1,1,4,8,8,5,1,88,
4,1,1,4,8,8,6,1,88,
4,1,1,4,8,8,7,1,88,
4,1,1,4,8,8,8,1,88,
5,1,1,4,8,8,1,1,88,
5,1,1,4,8,8,2,1,88,
5,1,1,4,8,8,3,1,88,
5,1,1,4,8,8,4,1,88,
5,1,1,4,8,8,5,1,88,
5,1,1,4,8,8,6,1,88,
5,1,1,4,8,8,7,1,88,
5,1,1,4,8,8,8,1,88,
6,1,1,4,8,8,1,1,88,
6,1,1,4,8,8,2,1,88,
6,1,1,4,8,8,3,1,88,
6,1,1,4,8,8,4,1,88,
6,1,1,4,8,8,5,1,88,
6,1,1,4,8,8,6,1,88,
6,1,1,4,8,8,7,1,88,
6,1,1,4,8,8,8,1,88,
7,1,1,4,8,8,1,1,88,
7,1,1,4,8,8,2,1,88,
7,1,1,4,8,8,3,1,88,
7,1,1,4,8,8,4,1,88,
7,1,1,4,8,8,5,1,88,
7,1,1,4,8,8,6,1,88,
7,1,1,4,8,8,7,1,88,
7,1,1,4,8,8,8,1,88,
8,1,1,4,8,8,1,1,88,
8,1,1,4,8,8,2,1,88,
8,1,1,4,8,8,3,1,88,
8,1,1,4,8,8,4,1,88,
8,1,1,4,8,8,5,1,88,
8,1,1,4,8,8,6,1,88,
8,1,1,4,8,8,7,1,88,
8,1,1,4,8,8,8,1,88,
1,1,1,5,8,8,1,1,93,
1,1,1,5,8,8,2,1,93,
1,1,1,5,8,8,3,1,93,
1,1,1,5,8,8,4,1,93,
1,1,1,5,8,8,5,1,93,
1,1,1,5,8,8,6,1,93,
1,1,1,5,8,8,7,1,93,
1,1,1,5,8,8,8,1,93,
2,1,1,5,8,8,1,1,93,
2,1,1,5,8,8,2,1,93,
2,1,1,5,8,8,3,1,93,
2,1,1,5,8,8,4,1,93,
2,1,1,5,8,8,5,1,93,
2,1,1,5,8,8,6,1,93,
2,1,1,5,8,8,7,1,93,
2,1,1,5,8,8,8,1,93,
3,1,1,5,8,8,1,1,93,
3,1,1,5,8,8,2,1,93,
3,1,1,5,8,8,3,1,93,
3,1,1,5,8,8,4,1,93,
3,1,1,5,8,8,5,1,93,
3,1,1,5,8,8,6,1,93,
3,1,1,5,8,8,7,1,93,
3,1,1,5,8,8,8,1,93,
4,1,1,5,8,8,1,1,93,
4,1,1,5,8,8,2,1,93,
4,1,1,5,8,8,3,1,93,
4,1,1,5,8,8,4,1,93,
4,1,1,5,8,8,5,1,93,
4,1,1,5,8,8,6,1,93,
4,1,1,5,8,8,7,1,93,
4,1,1,5,8,8,8,1,93,
5,1,1,5,8,8,1,1,93,
5,1,1,5,8,8,2,1,93,
5,1,1,5,8,8,3,1,93,
5,1,1,5,8,8,4,1,93,
5,1,1,5,8,8,5,1,93,
5,1,1,5,8,8,6,1,93,
5,1,1,5,8,8,7,1,93,
5,1,1,5,8,8,8,1,93,
6,1,1,5,8,8,1,1,93,
6,1,1,5,8,8,2,1,93,
6,1,1,5,8,8,3,1,93,
6,1,1,5,8,8,4,1,93,
6,1,1,5,8,8,5,1,93,
6,1,1,5,8,8,6,1,93,
6,1,1,5,8,8,7,1,93,
6,1,1,5,8,8,8,1,93,
7,1,1,5,8,8,1,1,93,
7,1,1,5,8,8,2,1,93,
7,1,1,5,8,8,3,1,93,
7,1,1,5,8,8,4,1,93,
7,1,1,5,8,8,5,1,93,
7,1,1,5,8,8,6,1,93,
7,1,1,5,8,8,7,1,93,
7,1,1,5,8,8,8,1,93,
8,1,1,5,8,8,1,1,93,
8,1,1,5,8,8,2,1,93,
8,1,1,5,8,8,3,1,93,
8,1,1,5,8,8,4,1,93,
8,1,1,5,8,8,5,1,93,
8,1,1,5,8,8,6,1,93,
8,1,1,5,8,8,7,1,93,
8,1,1,5,8,8,8,1,93,
1,1,1,6,8,8,1,1,98,
1,1,1,6,8,8,2,1,98,
1,1,1,6,8,8,3,1,98,
1,1,1,6,8,8,4,1,98,
1,1,1,6,8,8,5,1,98,
1,1,1,6,8,8,6,1,98,
1,1,1,6,8,8,7,1,98,
1,1,1,6,8,8,8,1,98,
2,1,1,6,8,8,1,1,98,
2,1,1,6,8,8,2,1,98,
2,1,1,6,8,8,3,1,98,
2,1,1,6,8,8,4,1,98,
2,1,1,6,8,8,5,1,98,
2,1,1,6,8,8,6,1,98,
2,1,1,6,8,8,7,1,98,
2,1,1,6,8,8,8,1,98,
3,1,1,6,8,8,1,1,98,
3,1,1,6,8,8,2,1,98,
3,1,1,6,8,8,3,1,98,
3,1,1,6,8,8,4,1,98,
3,1,1,6,8,8,5,1,98,
3,1,1,6,8,8,6,1,98,
3,1,1,6,8,8,7,1,98,
3,1,1,6,8,8,8,1,98,
4,1,1,6,8,8,1,1,98,
4,1,1,6,8,8,2,1,98,
4,1,1,6,8,8,3,1,98,
4,1,1,6,8,8,4,1,98,
4,1,1,6,8,8,5,1,98,
4,1,1,6,8,8,6,1,98,
4,1,1,6,8,8,7,1,98,
4,1,1,6,8,8,8,1,98,
5,1,1,6,8,8,1,1,98,
5,1,1,6,8,8,2,1,98,
5,1,1,6,8,8,3,1,98,
5,1,1,6,8,8,4,1,98,
5,1,1,6,8,8,5,1,98,
5,1,1,6,8,8,6,1,98,
5,1,1,6,8,8,7,1,98,
5,1,1,6,8,8,8,1,98,
6,1,1,6,8,8,1,1,98,
6,1,1,6,8,8,2,1,98,
6,1,1,6,8,8,3,1,98,
6,1,1,6,8,8,4,1,98,
6,1,1,6,8,8,5,1,98,
6,1,1,6,8,8,6,1,98,
6,1,1,6,8,8,7,1,98,
6,1,1,6,8,8,8,1,98,
7,1,1,6,8,8,1,1,98,
7,1,1,6,8,8,2,1,98,
7,1,1,6,8,8,3,1,98,
7,1,1,6,8,8,4,1,98,
7,1,1,6,8,8,5,1,98,
7,1,1,6,8,8,6,1,98,
7,1,1,6,8,8,7,1,98,
7,1,1,6,8,8,8,1,98,
8,1,1,6,8,8,1,1,98,
8,1,1,6,8,8,2,1,98,
8,1,1,6,8,8,3,1,98,
8,1,1,6,8,8,4,1,98,
8,1,1,6,8,8,5,1,98,
8,1,1,6,8,8,6,1,98,
8,1,1,6,8,8,7,1,98,
8,1,1,6,8,8,8,1,98,
1,1,1,7,8,8,1,1,103,
1,1,1,7,8,8,2,1,103,
1,1,1,7,8,8,3,1,103,
1,1,1,7,8,8,4,1,103,
1,1,1,7,8,8,5,1,103,
1,1,1,7,8,8,6,1,103,
1,1,1,7,8,8,7,1,103,
1,1,1,7,8,8,8,1,103,
2,1,1,7,8,8,1,1,103,
2,1,1,7,8,8,2,1,103,
2,1,1,7,8,8,3,1,103,
2,1,1,7,8,8,4,1,103,
2,1,1,7,8,8,5,1,103,
2,1,1,7,8,8,6,1,103,
2,1,1,7,8,8,7,1,103,
2,1,1,7,8,8,8,1,103,
3,1,1,7,8,8,1,1,103,
3,1,1,7,8,8,2,1,103,
3,1,1,7,8,8,3,1,103,
3,1,1,7,8,8,4,1,103,
3,1,1,7,8,8,5,1,103,
3,1,1,7,8,8,6,1,103,
3,1,1,7,8,8,7,1,103,
3,1,1,7,8,8,8,1,103,
4,1,1,7,8,8,1,1,103,
4,1,1,7,8,8,2,1,103,
4,1,1,7,8,8,3,1,103,
4,1,1,7,8,8,4,1,103,
4,1,1,7,8,8,5,1,103,
4,1,1,7,8,8,6,1,103,
4,1,1,7,8,8,7,1,103,
4,1,1,7,8,8,8,1,103,
5,1,1,7,8,8,1,1,103,
5,1,1,7,8,8,2,1,103,
5,1,1,7,8,8,3,1,103,
5,1,1,7,8,8,4,1,103,
5,1,1,7,8,8,5,1,103,
5,1,1,7,8,8,6,1,103,
5,1,1,7,8,8,7,1,103,
5,1,1,7,8,8,8,1,103,
6,1,1,7,8,8,1,1,103,
6,1,1,7,8,8,2,1,103,
6,1,1,7,8,8,3,1,103,
6,1,1,7,8,8,4,1,103,
6,1,1,7,8,8,5,1,103,
6,1,1,7,8,8,6,1,103,
6,1,1,7,8,8,7,1,103,
6,1,1,7,8,8,8,1,103,
7,1,1,7,8,8,1,1,103,
7,1,1,7,8,8,2,1,103,
7,1,1,7,8,8,3,1,103,
7,1,1,7,8,8,4,1,103,
7,1,1,7,8,8,5,1,103,
7,1,1,7,8,8,6,1,103,
7,1,1,7,8,8,7,1,103,
7,1,1,7,8,8,8,1,103,
8,1,1,7,8,8,1,1,103,
8,1,1,7,8,8,2,1,103,
8,1,1,7,8,8,3,1,103,
8,1,1,7,8,8,4,1,103,
8,1,1,7,8,8,5,1,103,
8,1,1,7,8,8,6,1,103,
8,1,1,7,8,8,7,1,103,
8,1,1,7,8,8,8,1,103,
1,1,1,8,8,8,1,1,108,
1,1,1,8,8,8,2,1,108,
1,1,1,8,8,8,3,1,108,
1,1,1,8,8,8,4,1,108,
1,1,1,8,8,8,5,1,108,
1,1,1,8,8,8,6,1,108,
1,1,1,8,8,8,7,1,108,
1,1,1,8,8,8,8,1,108,
2,1,1,8,8,8,1,1,108,
2,1,1,8,8,8,2,1,108,
2,1,1,8,8,8,3,1,108,
2,1,1,8,8,8,4,1,108,
2,1,1,8,8,8,5,1,108,
2,1,1,8,8,8,6,1,108,
2,1,1,8,8,8,7,1,108,
2,1,1,8,8,8,8,1,108,
3,1,1,8,8,8,1,1,108,
3,1,1,8,8,8,2,1,108,
3,1,1,8,8,8,3,1,108,
3,1,1,8,8,8,4,1,108,
3,1,1,8,8,8,5,1,108,
3,1,1,8,8,8,6,1,108,
3,1,1,8,8,8,7,1,108,
3,1,1,8,8,8,8,1,108,
4,1,1,8,8,8,1,1,108,
4,1,1,8,8,8,2,1,108,
4,1,1,8,8,8,3,1,108,
4,1,1,8,8,8,4,1,108,
4,1,1,8,8,8,5,1,108,
4,1,1,8,8,8,6,1,108,
4,1,1,8,8,8,7,1,108,
4,1,1,8,8,8,8,1,108,
5,1,1,8,8,8,1,1,108,
5,1,1,8,8,8,2,1,108,
5,1,1,8,8,8,3,1,108,
5,1,1,8,8,8,4,1,108,
5,1,1,8,8,8,5,1,108,
5,1,1,8,8,8,6,1,108,
5,1,1,8,8,8,7,1,108,
5,1,1,8,8,8,8,1,108,
6,1,1,8,8,8,1,1,108,
6,1,1,8,8,8,2,1,108,
6,1,1,8,8,8,3,1,108,
6,1,1,8,8,8,4,1,108,
6,1,1,8,8,8,5,1,108,
6,1,1,8,8,8,6,1,108,
6,1,1,8,8,8,7,1,108,
6,1,1,8,8,8,8,1,108,
7,1,1,8,8,8,1,1,108,
7,1,1,8,8,8,2,1,108,
7,1,1,8,8,8,3,1,108,
7,1,1,8,8,8,4,1,108,
7,1,1,8,8,8,5,1,108,
7,1,1,8,8,8,6,1,108,
7,1,1,8,8,8,7,1,108,
7,1,1,8,8,8,8,1,108,
8,1,1,8,8,8,1,1,108,
8,1,1,8,8,8,2,1,108,
8,1,1,8,8,8,3,1,108,
8,1,1,8,8,8,4,1,108,
8,1,1,8,8,8,5,1,108,
8,1,1,8,8,8,6,1,108,
8,1,1,8,8,8,7,1,108,
8,1,1,8,8,8,8,1,108,
1,1,2,1,8,8,1,1,77,
1,1,2,1,8,8,2,1,77,
1,1,2,1,8,8,3,1,77,
1,1,2,1,8,8,4,1,77,
1,1,2,1,8,8,5,1,77,
1,1,2,1,8,8,6,1,77,
1,1,2,1,8,8,7,1,77,
1,1,2,1,8,8,8,1,77,
2,1,2,1,8,8,1,1,77,
2,1,2,1,8,8,2,1,77,
2,1,2,1,8,8,3,1,77,
2,1,2,1,8,8,4,1,77,
2,1,2,1,8,8,5,1,77,
2,1,2,1,8,8,6,1,77,
2,1,2,1,8,8,7,1,77,
2,1,2,1,8,8,8,1,77,
3,1,2,1,8,8,1,1,77,
3,1,2,1,8,8,2,1,77,
3,1,2,1,8,8,3,1,77,
3,1,2,1,8,8,4,1,77,
3,1,2,1,8,8,5,1,77,
3,1,2,1,8,8,6,1,77,
3,1,2,1,8,8,7,1,77,
3,1,2,1,8,8,8,1,77,
4,1,2,1,8,8,1,1,77,
4,1,2,1,8,8,2,1,77,
4,1,2,1,8,8,3,1,77,
4,1,2,1,8,8,4,1,77,
4,1,2,1,8,8,5,1,77,
4,1,2,1,8,8,6,1,77,
4,1,2,1,8,8,7,1,77,
4,1,2,1,8,8,8,1,77,
5,1,2,1,8,8,1,1,77,
5,1,2,1,8,8,2,1,77,
5,1,2,1,8,8,3,1,77,
5,1,2,1,8,8,4,1,77,
5,1,2,1,8,8,5,1,77,
5,1,2,1,8,8,6,1,77,
5,1,2,1,8,8,7,1,77,
5,1,2,1,8,8,8,1,77,
6,1,2,1,8,8,1,1,77,
6,1,2,1,8,8,2,1,77,
6,1,2,1,8,8,3,1,77,
6,1,2,1,8,8,4,1,77,
6,1,2,1,8,8,5,1,77,
6,1,2,1,8,8,6,1,77,
6,1,2,1,8,8,7,1,77,
6,1,2,1,8,8,8,1,77,
7,1,2,1,8,8,1,1,77,
7,1,2,1,8,8,2,1,77,
7,1,2,1,8,8,3,1,77,
7,1,2,1,8,8,4,1,77,
7,1,2,1,8,8,5,1,77,
7,1,2,1,8,8,6,1,77,
7,1,2,1,8,8,7,1,77,
7,1,2,1,8,8,8,1,77,
8,1,2,1,8,8,1,1,77,
8,1,2,1,8,8,2,1,77,
8,1,2,1,8,8,3,1,77,
8,1,2,1,8,8,4,1,77,
8,1,2,1,8,8,5,1,77,
8,1,2,1,8,8,6,1,77,
8,1,2,1,8,8,7,1,77,
8,1,2,1,8,8,8,1,77,
1,1,2,2,8,8,1,1,86,
1,1,2,2,8,8,2,1,86,
1,1,2,2,8,8,3,1,86,
1,1,2,2,8,8,4,1,86,
1,1,2,2,8,8,5,1,86,
1,1,2,2,8,8,6,1,86,
1,1,2,2,8,8,7,1,86,
1,1,2,2,8,8,8,1,86,
2,1,2,2,8,8,1,1,86,
2,1,2,2,8,8,2,1,86,
2,1,2,2,8,8,3,1,86,
2,1,2,2,8,8,4,1,86,
2,1,2,2,8,8,5,1,86,
2,1,2,2,8,8,6,1,86,
2,1,2,2,8,8,7,1,86,
2,1,2,2,8,8,8,1,86,
3,1,2,2,8,8,1,1,86,
3,1,2,2,8,8,2,1,86,
3,1,2,2,8,8,3,1,86,
3,1,2,2,8,8,4,1,86,
3,1,2,2,8,8,5,1,86,
3,1,2,2,8,8,6,1,86,
3,1,2,2,8,8,7,1,86,
3,1,2,2,8,8,8,1,86,
4,1,2,2,8,8,1,1,86,
4,1,2,2,8,8,2,1,86,
4,1,2,2,8,8,3,1,86,
4,1,2,2,8,8,4,1,86,
4,1,2,2,8,8,5,1,86,
4,1,2,2,8,8,6,1,86,
4,1,2,2,8,8,7,1,86,
4,1,2,2,8,8,8,1,86,
5,1,2,2,8,8,1,1,86,
5,1,2,2,8,8,2,1,86,
5,1,2,2,8,8,3,1,86,
5,1,2,2,8,8,4,1,86,
5,1,2,2,8,8,5,1,86,
5,1,2,2,8,8,6,1,86,
5,1,2,2,8,8,7,1,86,
5,1,2,2,8,8,8,1,86,
6,1,2,2,8,8,1,1,86,
6,1,2,2,8,8,2,1,86,
6,1,2,2,8,8,3,1,86,
6,1,2,2,8,8,4,1,86,
6,1,2,2,8,8,5,1,86,
6,1,2,2,8,8,6,1,86,
6,1,2,2,8,8,7,1,86,
6,1,2,2,8,8,8,1,86,
7,1,2,2,8,8,1,1,86,
7,1,2,2,8,8,2,1,86,
7,1,2,2,8,8,3,1,86,
7,1,2,2,8,8,4,1,86,
7,1,2,2,8,8,5,1,86,
7,1,2,2,8,8,6,1,86,
7,1,2,2,8,8,7,1,86,
7,1,2,2,8,8,8,1,86,
8,1,2,2,8,8,1,1,86,
8,1,2,2,8,8,2,1,86,
8,1,2,2,8,8,3,1,86,
8,1,2,2,8,8,4,1,86,
8,1,2,2,8,8,5,1,86,
8,1,2,2,8,8,6,1,86,
8,1,2,2,8,8,7,1,86,
8,1,2,2,8,8,8,1,86,
1,1,2,3,8,8,1,1,95,
1,1,2,3,8,8,2,1,95,
1,1,2,3,8,8,3,1,95,
1,1,2,3,8,8,4,1,95,
1,1,2,3,8,8,5,1,95,
1,1,2,3,8,8,6,1,95,
1,1,2,3,8,8,7,1,95,
1,1,2,3,8,8,8,1,95,
2,1,2,3,8,8,1,1,95,
2,1,2,3,8,8,2,1,95,
2,1,2,3,8,8,3,1,95,
2,1,2,3,8,8,4,1,95,
2,1,2,3,8,8,5,1,95,
2,1,2,3,8,8,6,1,95,
2,1,2,3,8,8,7,1,95,
2,1,2,3,8,8,8,1,95,
3,1,2,3,8,8,1,1,95,
3,1,2,3,8,8,2,1,95,
3,1,2,3,8,8,3,1,95,
3,1,2,3,8,8,4,1,95,
3,1,2,3,8,8,5,1,95,
3,1,2,3,8,8,6,1,95,
3,1,2,3,8,8,7,1,95,
3,1,2,3,8,8,8,1,95,
4,1,2,3,8,8,1,1,95,
4,1,2,3,8,8,2,1,95,
4,1,2,3,8,8,3,1,95,
4,1,2,3,8,8,4,1,95,
4,1,2,3,8,8,5,1,95,
4,1,2,3,8,8,6,1,95,
4,1,2,3,8,8,7,1,95,
4,1,2,3,8,8,8,1,95,
5,1,2,3,8,8,1,1,95,
5,1,2,3,8,8,2,1,95,
5,1,2,3,8,8,3,1,95,
5,1,2,3,8,8,4,1,95,
5,1,2,3,8,8,5,1,95,
5,1,2,3,8,8,6,1,95,
5,1,2,3,8,8,7,1,95,
5,1,2,3,8,8,8,1,95,
6,1,2,3,8,8,1,1,95,
6,1,2,3,8,8,2,1,95,
6,1,2,3,8,8,3,1,95,
6,1,2,3,8,8,4,1,95,
6,1,2,3,8,8,5,1,95,
6,1,2,3,8,8,6,1,95,
6,1,2,3,8,8,7,1,95,
6,1,2,3,8,8,8,1,95,
7,1,2,3,8,8,1,1,95,
7,1,2,3,8,8,2,1,95,
7,1,2,3,8,8,3,1,95,
7,1,2,3,8,8,4,1,95,
7,1,2,3,8,8,5,1,95,
7,1,2,3,8,8,6,1,95,
7,1,2,3,8,8,7,1,95,
7,1,2,3,8,8,8,1,95,
8,1,2,3,8,8,1,1,95,
8,1,2,3,8,8,2,1,95,
8,1,2,3,8,8,3,1,95,
8,1,2,3,8,8,4,1,95,
8,1,2,3,8,8,5,1,95,
8,1,2,3,8,8,6,1,95,
8,1,2,3,8,8,7,1,95,
8,1,2,3,8,8,8,1,95,
1,1,2,4,8,8,1,1,104,
1,1,2,4,8,8,2,1,104,
1,1,2,4,8,8,3,1,104,
1,1,2,4,8,8,4,1,104,
1,1,2,4,8,8,5,1,104,
1,1,2,4,8,8,6,1,104,
1,1,2,4,8,8,7,1,104,
1,1,2,4,8,8,8,1,104,
2,1,2,4,8,8,1,1,104,
2,1,2,4,8,8,2,1,104,
2,1,2,4,8,8,3,1,104,
2,1,2,4,8,8,4,1,104,
2,1,2,4,8,8,5,1,104,
2,1,2,4,8,8,6,1,104,
2,1,2,4,8,8,7,1,104,
2,1,2,4,8,8,8,1,104,
3,1,2,4,8,8,1,1,104,
3,1,2,4,8,8,2,1,104,
3,1,2,4,8,8,3,1,104,
3,1,2,4,8,8,4,1,104,
3,1,2,4,8,8,5,1,104,
3,1,2,4,8,8,6,1,104,
3,1,2,4,8,8,7,1,104,
3,1,2,4,8,8,8,1,104,
4,1,2,4,8,8,1,1,104,
4,1,2,4,8,8,2,1,104,
4,1,2,4,8,8,3,1,104,
