x_width,x_frac_width,x_row,x_col,x_row_depth,x_col_depth,loc,
1,1,2,7,8,8,72,
2,1,2,7,8,8,72,
3,1,2,7,8,8,72,
4,1,2,7,8,8,72,
5,1,2,7,8,8,72,
6,1,2,7,8,8,72,
7,1,2,7,8,8,72,
8,1,2,7,8,8,72,
1,1,2,8,8,8,78,
2,1,2,8,8,8,78,
3,1,2,8,8,8,78,
4,1,2,8,8,8,78,
5,1,2,8,8,8,78,
6,1,2,8,8,8,78,
7,1,2,8,8,8,78,
8,1,2,8,8,8,78,
1,1,3,1,8,8,39,
2,1,3,1,8,8,39,
3,1,3,1,8,8,39,
4,1,3,1,8,8,39,
5,1,3,1,8,8,39,
6,1,3,1,8,8,39,
7,1,3,1,8,8,39,
8,1,3,1,8,8,39,
1,1,3,2,8,8,48,
2,1,3,2,8,8,48,
3,1,3,2,8,8,48,
4,1,3,2,8,8,48,
5,1,3,2,8,8,48,
6,1,3,2,8,8,48,
7,1,3,2,8,8,48,
8,1,3,2,8,8,48,
1,1,3,3,8,8,57,
2,1,3,3,8,8,57,
3,1,3,3,8,8,57,
4,1,3,3,8,8,57,
5,1,3,3,8,8,57,
6,1,3,3,8,8,57,
7,1,3,3,8,8,57,
8,1,3,3,8,8,57,
1,1,3,4,8,8,66,
2,1,3,4,8,8,66,
3,1,3,4,8,8,66,
4,1,3,4,8,8,66,
5,1,3,4,8,8,66,
6,1,3,4,8,8,66,
7,1,3,4,8,8,66,
8,1,3,4,8,8,66,
1,1,3,5,8,8,75,
2,1,3,5,8,8,75,
3,1,3,5,8,8,75,
4,1,3,5,8,8,75,
5,1,3,5,8,8,75,
6,1,3,5,8,8,75,
7,1,3,5,8,8,75,
8,1,3,5,8,8,75,
1,1,3,6,8,8,84,
2,1,3,6,8,8,84,
3,1,3,6,8,8,84,
4,1,3,6,8,8,84,
5,1,3,6,8,8,84,
6,1,3,6,8,8,84,
7,1,3,6,8,8,84,
8,1,3,6,8,8,84,
1,1,3,7,8,8,93,
2,1,3,7,8,8,93,
3,1,3,7,8,8,93,
4,1,3,7,8,8,93,
5,1,3,7,8,8,93,
6,1,3,7,8,8,93,
7,1,3,7,8,8,93,
8,1,3,7,8,8,93,
1,1,3,8,8,8,102,
2,1,3,8,8,8,102,
3,1,3,8,8,8,102,
4,1,3,8,8,8,102,
5,1,3,8,8,8,102,
6,1,3,8,8,8,102,
7,1,3,8,8,8,102,
8,1,3,8,8,8,102,
1,1,4,1,8,8,42,
2,1,4,1,8,8,42,
3,1,4,1,8,8,42,
4,1,4,1,8,8,42,
5,1,4,1,8,8,42,
6,1,4,1,8,8,42,
7,1,4,1,8,8,42,
8,1,4,1,8,8,42,
1,1,4,2,8,8,54,
2,1,4,2,8,8,54,
3,1,4,2,8,8,54,
4,1,4,2,8,8,54,
5,1,4,2,8,8,54,
6,1,4,2,8,8,54,
7,1,4,2,8,8,54,
8,1,4,2,8,8,54,
1,1,4,3,8,8,66,
2,1,4,3,8,8,66,
3,1,4,3,8,8,66,
4,1,4,3,8,8,66,
5,1,4,3,8,8,66,
6,1,4,3,8,8,66,
7,1,4,3,8,8,66,
8,1,4,3,8,8,66,
1,1,4,4,8,8,78,
2,1,4,4,8,8,78,
3,1,4,4,8,8,78,
4,1,4,4,8,8,78,
5,1,4,4,8,8,78,
6,1,4,4,8,8,78,
7,1,4,4,8,8,78,
8,1,4,4,8,8,78,
1,1,4,5,8,8,90,
2,1,4,5,8,8,90,
3,1,4,5,8,8,90,
4,1,4,5,8,8,90,
5,1,4,5,8,8,90,
6,1,4,5,8,8,90,
7,1,4,5,8,8,90,
8,1,4,5,8,8,90,
1,1,4,6,8,8,102,
2,1,4,6,8,8,102,
3,1,4,6,8,8,102,
4,1,4,6,8,8,102,
5,1,4,6,8,8,102,
6,1,4,6,8,8,102,
7,1,4,6,8,8,102,
8,1,4,6,8,8,102,
1,1,4,7,8,8,114,
2,1,4,7,8,8,114,
3,1,4,7,8,8,114,
4,1,4,7,8,8,114,
5,1,4,7,8,8,114,
6,1,4,7,8,8,114,
7,1,4,7,8,8,114,
8,1,4,7,8,8,114,
1,1,4,8,8,8,126,
2,1,4,8,8,8,126,
3,1,4,8,8,8,126,
4,1,4,8,8,8,126,
5,1,4,8,8,8,126,
6,1,4,8,8,8,126,
7,1,4,8,8,8,126,
8,1,4,8,8,8,126,
1,1,5,1,8,8,45,
2,1,5,1,8,8,45,
3,1,5,1,8,8,45,
4,1,5,1,8,8,45,
5,1,5,1,8,8,45,
6,1,5,1,8,8,45,
7,1,5,1,8,8,45,
8,1,5,1,8,8,45,
1,1,5,2,8,8,60,
2,1,5,2,8,8,60,
3,1,5,2,8,8,60,
4,1,5,2,8,8,60,
5,1,5,2,8,8,60,
6,1,5,2,8,8,60,
7,1,5,2,8,8,60,
8,1,5,2,8,8,60,
1,1,5,3,8,8,75,
2,1,5,3,8,8,75,
3,1,5,3,8,8,75,
4,1,5,3,8,8,75,
5,1,5,3,8,8,75,
6,1,5,3,8,8,75,
7,1,5,3,8,8,75,
8,1,5,3,8,8,75,
1,1,5,4,8,8,90,
2,1,5,4,8,8,90,
3,1,5,4,8,8,90,
4,1,5,4,8,8,90,
5,1,5,4,8,8,90,
6,1,5,4,8,8,90,
7,1,5,4,8,8,90,
8,1,5,4,8,8,90,
1,1,5,5,8,8,105,
2,1,5,5,8,8,105,
3,1,5,5,8,8,105,
4,1,5,5,8,8,105,
5,1,5,5,8,8,105,
6,1,5,5,8,8,105,
7,1,5,5,8,8,105,
8,1,5,5,8,8,105,
1,1,5,6,8,8,120,
2,1,5,6,8,8,120,
3,1,5,6,8,8,120,
4,1,5,6,8,8,120,
5,1,5,6,8,8,120,
6,1,5,6,8,8,120,
7,1,5,6,8,8,120,
8,1,5,6,8,8,120,
1,1,5,7,8,8,135,
2,1,5,7,8,8,135,
3,1,5,7,8,8,135,
4,1,5,7,8,8,135,
5,1,5,7,8,8,135,
6,1,5,7,8,8,135,
7,1,5,7,8,8,135,
8,1,5,7,8,8,135,
1,1,5,8,8,8,150,
2,1,5,8,8,8,150,
3,1,5,8,8,8,150,
4,1,5,8,8,8,150,
5,1,5,8,8,8,150,
6,1,5,8,8,8,150,
7,1,5,8,8,8,150,
8,1,5,8,8,8,150,
1,1,6,1,8,8,48,
2,1,6,1,8,8,48,
3,1,6,1,8,8,48,
4,1,6,1,8,8,48,
5,1,6,1,8,8,48,
6,1,6,1,8,8,48,
7,1,6,1,8,8,48,
8,1,6,1,8,8,48,
1,1,6,2,8,8,66,
2,1,6,2,8,8,66,
3,1,6,2,8,8,66,
4,1,6,2,8,8,66,
5,1,6,2,8,8,66,
6,1,6,2,8,8,66,
7,1,6,2,8,8,66,
8,1,6,2,8,8,66,
1,1,6,3,8,8,84,
2,1,6,3,8,8,84,
3,1,6,3,8,8,84,
4,1,6,3,8,8,84,
5,1,6,3,8,8,84,
6,1,6,3,8,8,84,
7,1,6,3,8,8,84,
8,1,6,3,8,8,84,
1,1,6,4,8,8,102,
2,1,6,4,8,8,102,
3,1,6,4,8,8,102,
4,1,6,4,8,8,102,
5,1,6,4,8,8,102,
6,1,6,4,8,8,102,
7,1,6,4,8,8,102,
8,1,6,4,8,8,102,
1,1,6,5,8,8,120,
2,1,6,5,8,8,120,
3,1,6,5,8,8,120,
4,1,6,5,8,8,120,
5,1,6,5,8,8,120,
6,1,6,5,8,8,120,
7,1,6,5,8,8,120,
8,1,6,5,8,8,120,
1,1,6,6,8,8,138,
2,1,6,6,8,8,138,
3,1,6,6,8,8,138,
4,1,6,6,8,8,138,
5,1,6,6,8,8,138,
6,1,6,6,8,8,138,
7,1,6,6,8,8,138,
8,1,6,6,8,8,138,
1,1,6,7,8,8,156,
2,1,6,7,8,8,156,
3,1,6,7,8,8,156,
4,1,6,7,8,8,156,
5,1,6,7,8,8,156,
6,1,6,7,8,8,156,
7,1,6,7,8,8,156,
8,1,6,7,8,8,156,
1,1,6,8,8,8,174,
2,1,6,8,8,8,174,
3,1,6,8,8,8,174,
4,1,6,8,8,8,174,
5,1,6,8,8,8,174,
6,1,6,8,8,8,174,
7,1,6,8,8,8,174,
8,1,6,8,8,8,174,
1,1,7,1,8,8,51,
2,1,7,1,8,8,51,
3,1,7,1,8,8,51,
4,1,7,1,8,8,51,
5,1,7,1,8,8,51,
6,1,7,1,8,8,51,
7,1,7,1,8,8,51,
8,1,7,1,8,8,51,
1,1,7,2,8,8,72,
2,1,7,2,8,8,72,
3,1,7,2,8,8,72,
4,1,7,2,8,8,72,
5,1,7,2,8,8,72,
6,1,7,2,8,8,72,
7,1,7,2,8,8,72,
8,1,7,2,8,8,72,
1,1,7,3,8,8,93,
2,1,7,3,8,8,93,
3,1,7,3,8,8,93,
4,1,7,3,8,8,93,
5,1,7,3,8,8,93,
6,1,7,3,8,8,93,
7,1,7,3,8,8,93,
8,1,7,3,8,8,93,
1,1,7,4,8,8,114,
2,1,7,4,8,8,114,
3,1,7,4,8,8,114,
4,1,7,4,8,8,114,
5,1,7,4,8,8,114,
6,1,7,4,8,8,114,
7,1,7,4,8,8,114,
8,1,7,4,8,8,114,
1,1,7,5,8,8,135,
2,1,7,5,8,8,135,
3,1,7,5,8,8,135,
4,1,7,5,8,8,135,
5,1,7,5,8,8,135,
6,1,7,5,8,8,135,
7,1,7,5,8,8,135,
8,1,7,5,8,8,135,
1,1,7,6,8,8,156,
2,1,7,6,8,8,156,
3,1,7,6,8,8,156,
4,1,7,6,8,8,156,
5,1,7,6,8,8,156,
6,1,7,6,8,8,156,
7,1,7,6,8,8,156,
8,1,7,6,8,8,156,
1,1,7,7,8,8,177,
2,1,7,7,8,8,177,
3,1,7,7,8,8,177,
4,1,7,7,8,8,177,
5,1,7,7,8,8,177,
6,1,7,7,8,8,177,
7,1,7,7,8,8,177,
8,1,7,7,8,8,177,
1,1,7,8,8,8,198,
2,1,7,8,8,8,198,
3,1,7,8,8,8,198,
4,1,7,8,8,8,198,
5,1,7,8,8,8,198,
6,1,7,8,8,8,198,
7,1,7,8,8,8,198,
8,1,7,8,8,8,198,
1,1,8,1,8,8,54,
2,1,8,1,8,8,54,
3,1,8,1,8,8,54,
4,1,8,1,8,8,54,
5,1,8,1,8,8,54,
6,1,8,1,8,8,54,
7,1,8,1,8,8,54,
8,1,8,1,8,8,54,
1,1,8,2,8,8,78,
2,1,8,2,8,8,78,
3,1,8,2,8,8,78,
4,1,8,2,8,8,78,
5,1,8,2,8,8,78,
6,1,8,2,8,8,78,
7,1,8,2,8,8,78,
8,1,8,2,8,8,78,
1,1,8,3,8,8,102,
2,1,8,3,8,8,102,
3,1,8,3,8,8,102,
4,1,8,3,8,8,102,
5,1,8,3,8,8,102,
6,1,8,3,8,8,102,
7,1,8,3,8,8,102,
8,1,8,3,8,8,102,
1,1,8,4,8,8,126,
2,1,8,4,8,8,126,
3,1,8,4,8,8,126,
4,1,8,4,8,8,126,
5,1,8,4,8,8,126,
6,1,8,4,8,8,126,
7,1,8,4,8,8,126,
8,1,8,4,8,8,126,
1,1,8,5,8,8,150,
2,1,8,5,8,8,150,
3,1,8,5,8,8,150,
4,1,8,5,8,8,150,
5,1,8,5,8,8,150,
6,1,8,5,8,8,150,
7,1,8,5,8,8,150,
8,1,8,5,8,8,150,
1,1,8,6,8,8,174,
2,1,8,6,8,8,174,
3,1,8,6,8,8,174,
4,1,8,6,8,8,174,
5,1,8,6,8,8,174,
6,1,8,6,8,8,174,
7,1,8,6,8,8,174,
8,1,8,6,8,8,174,
1,1,8,7,8,8,198,
2,1,8,7,8,8,198,
3,1,8,7,8,8,198,
4,1,8,7,8,8,198,
5,1,8,7,8,8,198,
6,1,8,7,8,8,198,
7,1,8,7,8,8,198,
8,1,8,7,8,8,198,
1,1,8,8,8,8,222,
2,1,8,8,8,8,222,
3,1,8,8,8,8,222,
4,1,8,8,8,8,222,
5,1,8,8,8,8,222,
6,1,8,8,8,8,222,
7,1,8,8,8,8,222,
8,1,8,8,8,8,222,
