x_width,x_frac_width,x_row,x_col,x_row_depth,x_col_depth,latency_min,latency_max,clock_period,bram,dsp,ff,lut,uram,
8,1,2,2,8,8,163,163,2.911,0,4,2569,3869,0,
1,1,2,3,8,8,76,76,2.873,0,0,1174,4727,0,
2,1,2,3,8,8,77,77,2.881,0,0,1709,5421,0,
3,1,2,3,8,8,87,87,2.807,0,0,2512,5969,0,
4,1,2,3,8,8,157,157,2.873,0,6,2506,4865,0,
5,1,2,3,8,8,159,159,2.909,0,6,2801,5553,0,
6,1,2,3,8,8,160,160,2.911,0,6,3554,5960,0,
7,1,2,3,8,8,162,162,2.911,0,6,3648,6077,0,
8,1,2,3,8,8,163,163,2.911,0,6,3999,6401,0,
1,1,2,4,8,8,76,76,2.873,0,0,1451,6067,0,
2,1,2,4,8,8,77,77,2.881,0,0,2145,6984,0,
3,1,2,4,8,8,87,87,2.807,0,0,3173,7696,0,
4,1,2,4,8,8,157,157,2.873,0,8,2912,5208,0,
5,1,2,4,8,8,159,159,2.909,0,8,3505,6043,0,
6,1,2,4,8,8,160,160,2.911,0,8,4128,6416,0,
7,1,2,4,8,8,162,162,2.911,0,8,4341,6613,0,
8,1,2,4,8,8,163,163,2.911,0,8,4817,7026,0,
1,1,2,5,8,8,76,76,2.873,0,0,1784,7432,0,
2,1,2,5,8,8,77,77,2.796,0,0,2709,8603,0,
3,1,2,5,8,8,87,87,2.807,0,0,3834,9423,0,
4,1,2,5,8,8,157,157,2.873,0,10,3912,7167,0,
5,1,2,5,8,8,159,159,2.909,0,10,4393,8160,0,
6,1,2,5,8,8,160,160,2.911,0,10,5216,8632,0,
7,1,2,5,8,8,162,162,2.911,0,10,5878,9138,0,
8,1,2,5,8,8,163,163,2.911,0,10,6470,9673,0,
1,1,2,6,8,8,76,76,2.873,0,0,2061,8772,0,
2,1,2,6,8,8,77,77,2.796,0,0,3149,10166,0,
3,1,2,6,8,8,87,87,2.818,0,0,4721,11267,0,
4,1,2,6,8,8,157,157,2.873,0,12,4328,7528,0,
5,1,2,6,8,8,159,159,2.909,0,12,4877,8560,0,
6,1,2,6,8,8,160,160,2.911,0,12,6239,9293,0,
7,1,2,6,8,8,162,162,2.911,0,12,6571,9656,0,
8,1,2,6,8,8,163,163,2.911,0,12,7270,10280,0,
1,1,2,7,8,8,76,76,2.873,0,0,2338,10112,0,
2,1,2,7,8,8,77,77,2.796,0,0,3589,11729,0,
3,1,2,7,8,8,87,87,2.818,0,0,5382,12994,0,
4,1,2,7,8,8,157,157,2.873,0,14,5102,9379,0,
5,1,2,7,8,8,159,159,2.909,0,14,6208,10900,0,
6,1,2,7,8,8,160,160,2.911,0,14,7341,11536,0,
7,1,2,7,8,8,162,162,2.911,0,14,7675,11967,0,
8,1,2,7,8,8,163,163,2.911,0,14,8483,12713,0,
1,1,2,8,8,8,76,76,2.873,0,0,2615,11452,0,
2,1,2,8,8,8,77,77,2.796,0,0,4029,13292,0,
3,1,2,8,8,8,87,87,2.818,0,0,6043,14721,0,
4,1,2,8,8,8,157,157,2.873,0,16,5508,9704,0,
5,1,2,8,8,8,159,159,2.909,0,16,6704,11300,0,
6,1,2,8,8,8,160,160,2.911,0,16,7922,11992,0,
7,1,2,8,8,8,162,162,2.911,0,16,8360,12512,0,
8,1,2,8,8,8,163,163,2.911,0,16,9292,13347,0,
1,1,3,1,8,8,76,76,2.873,0,0,593,2062,0,
2,1,3,1,8,8,77,77,2.741,0,0,773,2290,0,
3,1,3,1,8,8,87,87,2.825,0,0,1160,2556,0,
4,1,3,1,8,8,95,95,3.392,0,3,1447,2769,0,
5,1,3,1,8,8,97,97,3.392,0,3,1623,3076,0,
6,1,3,1,8,8,98,98,3.392,0,3,1954,3275,0,
7,1,3,1,8,8,100,100,3.392,0,4,2012,3328,0,
8,1,3,1,8,8,101,101,3.392,0,4,2192,3490,0,
1,1,3,2,8,8,76,76,2.873,0,0,887,3435,0,
2,1,3,2,8,8,77,77,2.741,0,0,1261,3903,0,
3,1,3,2,8,8,87,87,2.825,0,0,2015,4434,0,
4,1,3,2,8,8,95,95,3.392,0,6,2630,4880,0,
5,1,3,2,8,8,97,97,3.392,0,6,2983,5500,0,
6,1,3,2,8,8,98,98,3.392,0,6,3646,5896,0,
7,1,3,2,8,8,100,100,3.392,0,8,3759,6002,0,
8,1,3,2,8,8,101,101,3.392,0,8,4118,6326,0,
1,1,3,3,8,8,76,76,2.873,0,0,1209,4824,0,
2,1,3,3,8,8,77,77,2.796,0,0,1793,5537,0,
3,1,3,3,8,8,87,87,2.825,0,0,2830,6293,0,
4,1,3,3,8,8,95,95,3.392,0,9,3899,7038,0,
5,1,3,3,8,8,97,97,3.392,0,9,4356,7932,0,
6,1,3,3,8,8,98,98,3.392,0,9,5250,8478,0,
7,1,3,3,8,8,100,100,3.392,0,12,5417,8637,0,
8,1,3,3,8,8,101,101,3.392,0,12,6208,9247,0,
1,1,3,4,8,8,76,76,2.873,0,0,1487,6191,0,
2,1,3,4,8,8,77,77,2.796,0,0,2237,7128,0,
3,1,3,4,8,8,87,87,2.825,0,0,3727,8194,0,
4,1,3,4,8,8,95,95,3.392,0,12,4990,9106,0,
5,1,3,4,8,8,97,97,3.392,0,12,5695,10349,0,
6,1,3,4,8,8,98,98,3.392,0,12,7012,11133,0,
7,1,3,4,8,8,100,100,3.392,0,16,7233,11345,0,
8,1,3,4,8,8,101,101,3.392,0,16,7948,11993,0,
1,1,3,5,8,8,76,76,2.873,0,0,1789,7567,0,
2,1,3,5,8,8,77,77,2.796,0,0,2729,8743,0,
3,1,3,5,8,8,87,87,2.825,0,0,4494,10029,0,
4,1,3,5,8,8,95,95,3.392,0,15,6177,11225,0,
5,1,3,5,8,8,97,97,3.392,0,15,7192,12839,0,
6,1,3,5,8,8,98,98,3.392,0,15,8520,13664,0,
7,1,3,5,8,8,100,100,3.392,0,20,8990,14028,0,
8,1,3,5,8,8,101,101,3.392,0,20,9883,14838,0,
1,1,3,6,8,8,76,76,2.873,0,0,2131,8968,0,
2,1,3,6,8,8,77,77,2.818,0,0,3303,10400,0,
3,1,3,6,8,8,87,87,2.825,0,0,5357,11915,0,
4,1,3,6,8,8,95,95,3.392,0,18,7522,13417,0,
5,1,3,6,8,8,97,97,3.392,0,18,8435,15205,0,
6,1,3,6,8,8,98,98,3.392,0,18,10223,16294,0,
7,1,3,6,8,8,100,100,3.392,0,24,10552,16612,0,
8,1,3,6,8,8,101,101,3.392,0,24,12135,17842,0,
1,1,3,7,8,8,76,76,2.873,0,0,2409,10335,0,
2,1,3,7,8,8,77,77,2.818,0,0,3747,11991,0,
3,1,3,7,8,8,87,87,2.825,0,0,6124,13750,0,
4,1,3,7,8,8,95,95,3.392,0,21,8613,15485,0,
5,1,3,7,8,8,97,97,3.392,0,21,9873,17670,0,
6,1,3,7,8,8,98,98,3.392,0,21,11731,18825,0,
7,1,3,7,8,8,100,100,3.392,0,28,12626,19454,0,
8,1,3,7,8,8,101,101,3.392,0,28,13875,20588,0,
1,1,3,8,8,8,76,76,2.873,0,0,2687,11702,0,
2,1,3,8,8,8,77,77,2.818,0,0,4191,13582,0,
3,1,3,8,8,8,87,87,2.825,0,0,7145,15709,0,
4,1,3,8,8,8,95,95,3.392,0,24,9704,17553,0,
5,1,3,8,8,8,97,97,3.392,0,24,11116,20036,0,
6,1,3,8,8,8,98,98,3.392,0,24,13751,21614,0,
7,1,3,8,8,8,100,100,3.392,0,32,14188,22038,0,
8,1,3,8,8,8,101,101,3.392,0,32,15615,23334,0,
1,1,4,1,8,8,76,76,2.873,0,0,594,2075,0,
2,1,4,1,8,8,77,77,2.741,0,0,777,2306,0,
3,1,4,1,8,8,87,87,2.755,0,0,1273,2669,0,
4,1,4,1,8,8,158,158,3.392,0,4,1488,2932,0,
5,1,4,1,8,8,160,160,3.392,0,4,1753,3187,0,
6,1,4,1,8,8,161,161,3.392,0,4,2049,3358,0,
7,1,4,1,8,8,163,163,3.392,0,4,2148,3629,0,
8,1,4,1,8,8,164,164,3.392,0,4,2374,3837,0,
1,1,4,2,8,8,76,76,2.873,0,0,889,3461,0,
2,1,4,2,8,8,77,77,2.741,0,0,1269,3935,0,
3,1,4,2,8,8,87,87,2.807,0,0,2237,4648,0,
4,1,4,2,8,8,159,159,3.392,0,8,2292,3434,0,
5,1,4,2,8,8,161,161,3.392,0,8,2806,4036,0,
6,1,4,2,8,8,162,162,3.392,0,8,3261,4299,0,
7,1,4,2,8,8,164,164,3.392,0,8,3584,4547,0,
8,1,4,2,8,8,165,165,3.392,0,8,4034,4948,0,
1,1,4,3,8,8,76,76,2.873,0,0,1212,4863,0,
2,1,4,3,8,8,77,77,2.796,0,0,1805,5585,0,
3,1,4,3,8,8,87,87,2.818,0,0,3291,6674,0,
4,1,4,3,8,8,159,159,3.392,0,12,3559,5588,0,
5,1,4,3,8,8,161,161,3.392,0,12,4071,6411,0,
6,1,4,3,8,8,162,162,3.392,0,12,5171,7020,0,
7,1,4,3,8,8,164,164,3.392,0,12,5601,7422,0,
8,1,4,3,8,8,165,165,3.392,0,12,6267,8031,0,
1,1,4,4,8,8,76,76,2.873,0,0,1491,6243,0,
2,1,4,4,8,8,77,77,2.796,0,0,2253,7192,0,
3,1,4,4,8,8,87,87,2.818,0,0,4167,8610,0,
4,1,4,4,8,8,159,159,3.392,0,16,4279,6135,0,
5,1,4,4,8,8,161,161,3.392,0,16,5298,7226,0,
6,1,4,4,8,8,162,162,3.392,0,16,6207,7752,0,
7,1,4,4,8,8,164,164,3.392,0,16,6851,8356,0,
8,1,4,4,8,8,165,165,3.392,0,16,7749,9158,0,
1,1,4,5,8,8,76,76,2.873,0,0,1858,7666,0,
2,1,4,5,8,8,77,77,2.818,0,0,2879,8889,0,
3,1,4,5,8,8,87,87,2.818,0,0,5043,10546,0,
4,1,4,5,8,8,159,159,3.392,0,20,5718,8374,0,
5,1,4,5,8,8,161,161,3.392,0,20,6563,9601,0,
6,1,4,5,8,8,162,162,3.392,0,20,7767,10298,0,
7,1,4,5,8,8,164,164,3.392,0,20,9217,11413,0,
8,1,4,5,8,8,165,165,3.392,0,20,10339,12423,0,
1,1,4,6,8,8,76,76,2.873,0,0,2137,9046,0,
2,1,4,6,8,8,77,77,2.818,0,0,3327,10496,0,
3,1,4,6,8,8,87,87,2.814,0,0,6269,12657,0,
4,1,4,6,8,8,159,159,3.392,0,24,6438,8921,0,
5,1,4,6,8,8,161,161,3.392,0,24,7440,10241,0,
6,1,4,6,8,8,162,162,3.392,0,24,9510,11387,0,
7,1,4,6,8,8,164,164,3.392,0,24,10475,12347,0,
8,1,4,6,8,8,165,165,3.392,0,24,11821,13550,0,
1,1,4,7,8,8,76,76,2.873,0,0,2416,10426,0,
2,1,4,7,8,8,77,77,2.818,0,0,3775,12103,0,
3,1,4,7,8,8,87,87,2.814,0,0,7145,14593,0,
4,1,4,7,8,8,159,159,3.392,0,28,7527,10985,0,
5,1,4,7,8,8,161,161,3.392,0,28,9412,12973,0,
6,1,4,7,8,8,162,162,3.392,0,28,11070,13933,0,
7,1,4,7,8,8,164,164,3.392,0,28,12126,15047,0,
8,1,4,7,8,8,165,165,3.392,0,28,13695,16458,0,
1,1,4,8,8,8,76,76,2.873,0,0,2695,11806,0,
2,1,4,8,8,8,77,77,2.818,0,0,4223,13710,0,
3,1,4,8,8,8,87,87,2.814,0,0,8021,16529,0,
4,1,4,8,8,8,159,159,3.392,0,32,8247,11532,0,
5,1,4,8,8,8,161,161,3.392,0,32,10289,13613,0,
6,1,4,8,8,8,162,162,3.392,0,32,12106,14665,0,
7,1,4,8,8,8,164,164,3.392,0,32,13376,15981,0,
8,1,4,8,8,8,165,165,3.392,0,32,14455,17390,0,
1,1,5,1,8,8,76,76,2.873,0,0,611,2108,0,
2,1,5,1,8,8,77,77,2.741,0,0,813,2350,0,
3,1,5,1,8,8,87,87,2.825,0,0,1379,2777,0,
4,1,5,1,8,8,159,159,3.392,0,5,1723,3125,0,
5,1,5,1,8,8,161,161,3.392,0,5,1979,3390,0,
6,1,5,1,8,8,162,162,3.392,0,6,2309,3521,0,
7,1,5,1,8,8,164,164,3.392,0,6,2591,3906,0,
8,1,5,1,8,8,165,165,3.392,0,6,2872,4162,0,
1,1,5,2,8,8,76,76,2.873,0,0,923,3531,0,
2,1,5,2,8,8,77,77,2.796,0,0,1341,4025,0,
3,1,5,2,8,8,87,87,2.825,0,0,2449,4864,0,
4,1,5,2,8,8,160,160,3.392,0,10,2757,3838,0,
5,1,5,2,8,8,162,162,3.392,0,10,3239,4444,0,
6,1,5,2,8,8,163,163,3.392,0,12,3774,4645,0,
7,1,5,2,8,8,165,165,3.392,0,12,4457,5104,0,
8,1,5,2,8,8,166,166,3.392,0,12,5018,5601,0,
1,1,5,3,8,8,76,76,2.873,0,0,1215,4944,0,
2,1,5,3,8,8,77,77,2.796,0,0,1817,5669,0,
3,1,5,3,8,8,87,87,2.825,0,0,3609,6998,0,
4,1,5,3,8,8,160,160,3.392,0,15,4058,6105,0,
5,1,5,3,8,8,162,162,3.392,0,15,4971,7157,0,
6,1,5,3,8,8,163,163,3.392,0,18,5937,7549,0,
7,1,5,3,8,8,165,165,3.392,0,18,6524,8099,0,
8,1,5,3,8,8,166,166,3.392,0,18,7366,8848,0,
1,1,5,4,8,8,76,76,2.873,0,0,1559,6385,0,
2,1,5,4,8,8,77,77,2.818,0,0,2399,7370,0,
3,1,5,4,8,8,87,87,2.825,0,0,4591,9042,0,
4,1,5,4,8,8,160,160,3.392,0,20,5191,6937,0,
5,1,5,4,8,8,162,162,3.392,0,20,6157,8053,0,
6,1,5,4,8,8,163,163,3.392,0,24,7226,8455,0,
7,1,5,4,8,8,165,165,3.392,0,24,8602,9513,0,
8,1,5,4,8,8,166,166,3.392,0,24,9715,10494,0,
1,1,5,5,8,8,76,76,2.873,0,0,1863,7801,0,
2,1,5,5,8,8,77,77,2.818,0,0,2899,9029,0,
3,1,5,5,8,8,87,87,2.825,0,0,5827,11210,0,
4,1,5,5,8,8,160,160,3.392,0,25,6540,9222,0,
5,1,5,5,8,8,162,162,3.392,0,25,7635,10646,0,
6,1,5,5,8,8,163,163,3.392,0,30,9551,11446,0,
7,1,5,5,8,8,165,165,3.392,0,30,10748,12534,0,
8,1,5,5,8,8,166,166,3.392,0,30,12148,13771,0,
1,1,5,6,8,8,76,76,2.873,0,0,2143,9208,0,
2,1,5,6,8,8,77,77,2.818,0,0,3351,10664,0,
3,1,5,6,8,8,87,87,2.825,0,0,6905,13305,0,
4,1,5,6,8,8,160,160,3.392,0,30,7429,9961,0,
5,1,5,6,8,8,162,162,3.392,0,30,9237,11749,0,
6,1,5,6,8,8,163,163,3.392,0,36,11035,12451,0,
7,1,5,6,8,8,165,165,3.392,0,36,12314,13699,0,
8,1,5,6,8,8,166,166,3.392,0,36,13985,15177,0,
1,1,5,7,8,8,76,76,2.873,0,0,2553,10681,0,
2,1,5,7,8,8,77,77,2.81,0,0,4057,12423,0,
3,1,5,7,8,8,87,87,2.825,0,0,7887,15349,0,
4,1,5,7,8,8,160,160,3.392,0,35,9194,12453,0,
5,1,5,7,8,8,162,162,3.392,0,35,10910,14424,0,
6,1,5,7,8,8,163,163,3.392,0,42,12848,15167,0,
7,1,5,7,8,8,165,165,3.392,0,42,14273,16617,0,
8,1,5,7,8,8,166,166,3.392,0,42,16049,18555,0,
1,1,5,8,8,8,76,76,2.873,0,0,2833,12088,0,
2,1,5,8,8,8,77,77,2.81,0,0,4509,14058,0,
3,1,5,8,8,8,87,87,2.825,0,0,8869,17393,0,
4,1,5,8,8,8,160,160,3.392,0,40,10073,13170,0,
5,1,5,8,8,8,162,162,3.392,0,40,11994,15269,0,
6,1,5,8,8,8,163,163,3.392,0,48,14130,16073,0,
7,1,5,8,8,8,165,165,3.392,0,48,15648,17964,0,
8,1,5,8,8,8,166,166,3.392,0,48,17877,19952,0,
1,1,6,1,8,8,76,76,2.873,0,0,614,2133,0,
2,1,6,1,8,8,77,77,2.741,0,0,823,2392,0,
3,1,6,1,8,8,88,88,2.825,0,0,1565,2921,0,
4,1,6,1,8,8,96,96,3.392,0,6,2086,3200,0,
5,1,6,1,8,8,98,98,3.392,0,6,2376,3582,0,
6,1,6,1,8,8,99,99,3.392,0,7,2881,3815,0,
7,1,6,1,8,8,101,101,3.392,0,7,3092,4069,0,
8,1,6,1,8,8,102,102,3.392,0,7,3428,4369,0,
1,1,6,2,8,8,76,76,2.908,0,0,925,3585,0,
2,1,6,2,8,8,77,77,2.796,0,0,1357,4097,0,
3,1,6,2,8,8,88,88,2.825,0,0,2815,5148,0,
4,1,6,2,8,8,96,96,3.392,0,12,3850,5708,0,
5,1,6,2,8,8,98,98,3.392,0,12,4428,6478,0,
6,1,6,2,8,8,99,99,3.392,0,14,5432,6936,0,
7,1,6,2,8,8,101,101,3.392,0,14,5852,7444,0,
8,1,6,2,8,8,102,102,3.392,0,14,6524,8044,0,
1,1,6,3,8,8,76,76,2.873,0,0,1296,5057,0,
2,1,6,3,8,8,77,77,2.818,0,0,1969,5837,0,
3,1,6,3,8,8,88,88,2.825,0,0,3959,7324,0,
4,1,6,3,8,8,96,96,3.392,0,18,5762,8289,0,
5,1,6,3,8,8,98,98,3.392,0,18,6556,9408,0,
6,1,6,3,8,8,99,99,3.392,0,21,7777,9960,0,
7,1,6,3,8,8,101,101,3.392,0,21,8406,10722,0,
8,1,6,3,8,8,102,102,3.392,0,21,9926,11880,0,
1,1,6,4,8,8,76,76,2.873,0,0,1583,6491,0,
2,1,6,4,8,8,77,77,2.818,0,0,2427,7502,0,
3,1,6,4,8,8,88,88,2.825,0,0,5309,9600,0,
4,1,6,4,8,8,96,96,3.392,0,24,7372,10722,0,
5,1,6,4,8,8,98,98,3.392,0,24,8526,12265,0,
6,1,6,4,8,8,99,99,3.392,0,28,10538,13191,0,
7,1,6,4,8,8,101,101,3.392,0,28,11376,14207,0,
8,1,6,4,8,8,102,102,3.392,0,28,12720,15407,0,
1,1,6,5,8,8,76,76,2.873,0,0,1894,7934,0,
2,1,6,5,8,8,77,77,2.818,0,0,2933,9191,0,
3,1,6,5,8,8,88,88,2.825,0,0,6405,11752,0,
4,1,6,5,8,8,96,96,3.392,0,30,9078,13206,0,
5,1,6,5,8,8,98,98,3.392,0,30,10912,15329,0,
6,1,6,5,8,8,99,99,3.392,0,35,12787,16164,0,
7,1,6,5,8,8,101,101,3.392,0,35,14029,17533,0,
8,1,6,5,8,8,102,102,3.392,0,35,15709,19033,0,
1,1,6,6,8,8,76,76,2.873,0,0,2311,9434,0,
2,1,6,6,8,8,77,77,2.81,0,0,3645,10980,0,
3,1,6,6,8,8,88,88,2.825,0,0,7597,13955,0,
4,1,6,6,8,8,96,96,3.392,0,36,11200,15897,0,
5,1,6,6,8,8,98,98,3.392,0,36,12786,18135,0,
6,1,6,6,8,8,99,99,3.392,0,42,15231,19236,0,
7,1,6,6,8,8,101,101,3.392,0,42,16487,20760,0,
8,1,6,6,8,8,102,102,3.392,0,42,18311,22751,0,
1,1,6,7,8,8,76,76,2.873,0,0,2598,10868,0,
2,1,6,7,8,8,77,77,2.81,0,0,4103,12645,0,
3,1,6,7,8,8,88,88,2.825,0,0,8693,16107,0,
4,1,6,7,8,8,96,96,3.392,0,42,12810,18330,0,
5,1,6,7,8,8,98,98,3.392,0,42,14855,21040,0,
6,1,6,7,8,8,99,99,3.392,0,49,17480,22209,0,
7,1,6,7,8,8,101,101,3.392,0,49,18754,24178,0,
8,1,6,7,8,8,102,102,3.392,0,49,21105,26278,0,
1,1,6,8,8,8,76,76,2.873,0,0,2885,12302,0,
2,1,6,8,8,8,77,77,2.81,0,0,4561,14310,0,
3,1,6,8,8,8,88,88,2.856,0,0,10301,18517,0,
4,1,6,8,8,8,96,96,3.392,0,48,14420,20763,0,
5,1,6,8,8,8,98,98,3.392,0,48,16729,23846,0,
6,1,6,8,8,8,99,99,3.392,0,56,19539,25373,0,
7,1,6,8,8,8,101,101,3.392,0,56,21212,27405,0,
8,1,6,8,8,8,102,102,3.392,0,56,23899,29805,0,
1,1,7,1,8,8,76,76,2.873,0,0,621,2174,0,
2,1,7,1,8,8,77,77,2.741,0,0,827,2408,0,
3,1,7,1,8,8,87,87,2.873,0,0,1655,3017,0,
4,1,7,1,8,8,97,97,3.392,0,7,2309,3342,0,
5,1,7,1,8,8,99,99,3.392,0,7,2766,3816,0,
6,1,7,1,8,8,100,100,3.392,0,8,3179,4001,0,
7,1,7,1,8,8,102,102,3.392,0,8,3443,4300,0,
8,1,7,1,8,8,103,103,3.392,0,8,3833,4643,0,
1,1,7,2,8,8,76,76,2.908,0,0,933,3655,0,
2,1,7,2,8,8,77,77,2.796,0,0,1365,4141,0,
3,1,7,2,8,8,88,88,2.873,0,0,3027,5354,0,
4,1,7,2,8,8,97,97,3.392,0,14,4356,6036,0,
5,1,7,2,8,8,99,99,3.392,0,14,5262,6983,0,
6,1,7,2,8,8,100,100,3.392,0,16,6088,7354,0,
7,1,7,2,8,8,102,102,3.392,0,16,6614,7953,0,
8,1,7,2,8,8,103,103,3.392,0,16,7394,8640,0,
1,1,7,3,8,8,76,76,2.873,0,0,1309,5156,0,
2,1,7,3,8,8,77,77,2.818,0,0,1981,5909,0,
3,1,7,3,8,8,88,88,2.873,0,0,4280,7638,0,
4,1,7,3,8,8,97,97,3.392,0,21,6551,8803,0,
5,1,7,3,8,8,99,99,3.392,0,21,7456,10002,0,
6,1,7,3,8,8,100,100,3.392,0,24,8791,10610,0,
7,1,7,3,8,8,102,102,3.392,0,24,10091,11767,0,
8,1,7,3,8,8,103,103,3.392,0,24,11261,12798,0,
1,1,7,4,8,8,76,76,2.873,0,0,1599,6619,0,
2,1,7,4,8,8,77,77,2.818,0,0,2443,7602,0,
3,1,7,4,8,8,88,88,2.873,0,0,5739,10022,0,
4,1,7,4,8,8,97,97,3.392,0,28,8444,11422,0,
5,1,7,4,8,8,99,99,3.392,0,28,10258,13330,0,
6,1,7,4,8,8,100,100,3.392,0,32,11910,14073,0,
7,1,7,4,8,8,102,102,3.392,0,32,12960,15272,0,
8,1,7,4,8,8,103,103,3.392,0,32,14520,16647,0,
1,1,7,5,8,8,76,76,2.873,0,0,2043,8157,0,
2,1,7,5,8,8,77,77,2.81,0,0,3207,9443,0,
3,1,7,5,8,8,88,88,2.873,0,0,6944,12282,0,
4,1,7,5,8,8,97,97,3.392,0,35,10945,14350,0,
5,1,7,5,8,8,99,99,3.392,0,35,12452,16349,0,
