x_width,x_frac_width,x_row,x_col,x_row_depth,x_col_depth,latency_min,latency_max,clock_period,bram,dsp,ff,lut,uram,
8,1,1,4,8,8,86,86,2.868,0,12,5579,4601,0,
1,1,1,5,8,8,66,66,1.428,0,0,10,91,0,
2,1,1,5,8,8,86,86,2.66,0,15,3025,2506,0,
3,1,1,5,8,8,86,86,2.699,0,15,5655,4691,0,
4,1,1,5,8,8,86,86,2.871,0,15,6685,5461,0,
5,1,1,5,8,8,86,86,2.87,0,15,6945,5746,0,
6,1,1,5,8,8,87,87,2.66,0,15,6327,5351,0,
7,1,1,5,8,8,86,86,2.869,0,15,6945,5696,0,
8,1,1,5,8,8,86,86,2.868,0,15,6945,5721,0,
1,1,1,6,8,8,66,66,1.428,0,0,10,91,0,
2,1,1,6,8,8,86,86,2.66,0,18,3607,2983,0,
3,1,1,6,8,8,86,86,2.699,0,18,6763,5605,0,
4,1,1,6,8,8,86,86,2.871,0,18,7999,6529,0,
5,1,1,6,8,8,86,86,2.87,0,18,8311,6871,0,
6,1,1,6,8,8,87,87,2.66,0,18,7569,6397,0,
7,1,1,6,8,8,86,86,2.869,0,18,8311,6811,0,
8,1,1,6,8,8,86,86,2.868,0,18,8311,6841,0,
1,1,1,7,8,8,66,66,1.428,0,0,10,91,0,
2,1,1,7,8,8,86,86,2.66,0,21,4189,3460,0,
3,1,1,7,8,8,86,86,2.699,0,21,7871,6519,0,
4,1,1,7,8,8,86,86,2.871,0,21,9313,7597,0,
5,1,1,7,8,8,86,86,2.87,0,21,9677,7996,0,
6,1,1,7,8,8,87,87,2.66,0,21,8811,7443,0,
7,1,1,7,8,8,86,86,2.869,0,21,9677,7926,0,
8,1,1,7,8,8,86,86,2.868,0,21,9677,7961,0,
1,1,1,8,8,8,66,66,1.428,0,0,10,91,0,
2,1,1,8,8,8,86,86,2.66,0,24,4771,3937,0,
3,1,1,8,8,8,86,86,2.699,0,24,8979,7433,0,
4,1,1,8,8,8,86,86,2.871,0,24,10627,8665,0,
5,1,1,8,8,8,86,86,2.87,0,24,11043,9121,0,
6,1,1,8,8,8,87,87,2.66,0,24,10053,8489,0,
7,1,1,8,8,8,86,86,2.869,0,24,11043,9041,0,
8,1,1,8,8,8,86,86,2.868,0,24,11043,9081,0,
1,1,2,1,8,8,66,66,1.428,0,0,10,91,0,
2,1,2,1,8,8,86,86,2.66,0,6,1279,1075,0,
3,1,2,1,8,8,86,86,2.699,0,6,2331,1949,0,
4,1,2,1,8,8,86,86,2.871,0,6,2743,2257,0,
5,1,2,1,8,8,86,86,2.87,0,6,2847,2371,0,
6,1,2,1,8,8,87,87,2.66,0,6,2601,2213,0,
7,1,2,1,8,8,86,86,2.869,0,6,2847,2351,0,
8,1,2,1,8,8,86,86,2.868,0,6,2847,2361,0,
1,1,2,2,8,8,66,66,1.428,0,0,10,91,0,
2,1,2,2,8,8,86,86,2.66,0,12,2443,2029,0,
3,1,2,2,8,8,86,86,2.699,0,12,4547,3777,0,
4,1,2,2,8,8,86,86,2.871,0,12,5371,4393,0,
5,1,2,2,8,8,86,86,2.87,0,12,5579,4621,0,
6,1,2,2,8,8,87,87,2.66,0,12,5085,4305,0,
7,1,2,2,8,8,86,86,2.869,0,12,5579,4581,0,
8,1,2,2,8,8,86,86,2.868,0,12,5579,4601,0,
1,1,2,3,8,8,66,66,1.428,0,0,10,91,0,
2,1,2,3,8,8,86,86,2.66,0,18,3607,2983,0,
3,1,2,3,8,8,86,86,2.699,0,18,6763,5605,0,
4,1,2,3,8,8,86,86,2.871,0,18,7999,6529,0,
5,1,2,3,8,8,86,86,2.87,0,18,8311,6871,0,
6,1,2,3,8,8,87,87,2.66,0,18,7569,6397,0,
7,1,2,3,8,8,86,86,2.869,0,18,8311,6811,0,
8,1,2,3,8,8,86,86,2.868,0,18,8311,6841,0,
1,1,2,4,8,8,66,66,1.428,0,0,10,91,0,
2,1,2,4,8,8,86,86,2.66,0,24,4771,3937,0,
3,1,2,4,8,8,86,86,2.699,0,24,8979,7433,0,
4,1,2,4,8,8,86,86,2.871,0,24,10627,8665,0,
5,1,2,4,8,8,86,86,2.87,0,24,11043,9121,0,
6,1,2,4,8,8,87,87,2.66,0,24,10053,8489,0,
7,1,2,4,8,8,86,86,2.869,0,24,11043,9041,0,
8,1,2,4,8,8,86,86,2.868,0,24,11043,9081,0,
1,1,2,5,8,8,66,66,1.428,0,0,10,91,0,
2,1,2,5,8,8,86,86,2.66,0,30,5935,4891,0,
3,1,2,5,8,8,86,86,2.699,0,30,11195,9261,0,
4,1,2,5,8,8,86,86,2.871,0,30,13255,10801,0,
5,1,2,5,8,8,86,86,2.87,0,30,13775,11371,0,
6,1,2,5,8,8,87,87,2.66,0,30,12537,10581,0,
7,1,2,5,8,8,86,86,2.869,0,30,13775,11271,0,
8,1,2,5,8,8,86,86,2.868,0,30,13775,11321,0,
1,1,2,6,8,8,66,66,1.428,0,0,10,91,0,
2,1,2,6,8,8,86,86,2.66,0,36,7099,5845,0,
3,1,2,6,8,8,86,86,2.699,0,36,13411,11089,0,
4,1,2,6,8,8,86,86,2.871,0,36,15883,12937,0,
5,1,2,6,8,8,86,86,2.87,0,36,16507,13621,0,
6,1,2,6,8,8,87,87,2.66,0,36,15021,12673,0,
7,1,2,6,8,8,86,86,2.869,0,36,16507,13501,0,
8,1,2,6,8,8,86,86,2.868,0,36,16507,13561,0,
1,1,2,7,8,8,66,66,1.428,0,0,10,91,0,
2,1,2,7,8,8,86,86,2.66,0,42,8263,6799,0,
3,1,2,7,8,8,86,86,2.699,0,42,15627,12917,0,
4,1,2,7,8,8,86,86,2.871,0,42,18511,15073,0,
5,1,2,7,8,8,86,86,2.87,0,42,19239,15871,0,
6,1,2,7,8,8,87,87,2.66,0,42,17505,14765,0,
7,1,2,7,8,8,86,86,2.869,0,42,19239,15731,0,
8,1,2,7,8,8,86,86,2.868,0,42,19239,15801,0,
1,1,2,8,8,8,66,66,1.428,0,0,10,91,0,
2,1,2,8,8,8,86,86,2.66,0,48,9427,7753,0,
3,1,2,8,8,8,86,86,2.699,0,48,17843,14745,0,
4,1,2,8,8,8,86,86,2.871,0,48,21139,17209,0,
5,1,2,8,8,8,86,86,2.87,0,48,21971,18121,0,
6,1,2,8,8,8,87,87,2.66,0,48,19989,16857,0,
7,1,2,8,8,8,86,86,2.869,0,48,21971,17961,0,
8,1,2,8,8,8,86,86,2.868,0,48,21971,18041,0,
1,1,3,1,8,8,66,66,1.428,0,0,10,91,0,
2,1,3,1,8,8,86,86,2.66,0,9,1861,1552,0,
3,1,3,1,8,8,86,86,2.699,0,9,3439,2863,0,
4,1,3,1,8,8,86,86,2.871,0,9,4057,3325,0,
5,1,3,1,8,8,86,86,2.87,0,9,4213,3496,0,
6,1,3,1,8,8,87,87,2.66,0,9,3843,3259,0,
7,1,3,1,8,8,86,86,2.869,0,9,4213,3466,0,
8,1,3,1,8,8,86,86,2.868,0,9,4213,3481,0,
1,1,3,2,8,8,66,66,1.428,0,0,10,91,0,
2,1,3,2,8,8,86,86,2.66,0,18,3607,2983,0,
3,1,3,2,8,8,86,86,2.699,0,18,6763,5605,0,
4,1,3,2,8,8,86,86,2.871,0,18,7999,6529,0,
5,1,3,2,8,8,86,86,2.87,0,18,8311,6871,0,
6,1,3,2,8,8,87,87,2.66,0,18,7569,6397,0,
7,1,3,2,8,8,86,86,2.869,0,18,8311,6811,0,
8,1,3,2,8,8,86,86,2.868,0,18,8311,6841,0,
1,1,3,3,8,8,66,66,1.428,0,0,10,91,0,
2,1,3,3,8,8,86,86,2.66,0,27,5353,4414,0,
3,1,3,3,8,8,86,86,2.699,0,27,10087,8347,0,
4,1,3,3,8,8,86,86,2.871,0,27,11941,9733,0,
5,1,3,3,8,8,86,86,2.87,0,27,12409,10246,0,
6,1,3,3,8,8,87,87,2.66,0,27,11295,9535,0,
7,1,3,3,8,8,86,86,2.869,0,27,12409,10156,0,
8,1,3,3,8,8,86,86,2.868,0,27,12409,10201,0,
1,1,3,4,8,8,66,66,1.428,0,0,10,91,0,
2,1,3,4,8,8,86,86,2.66,0,36,7099,5845,0,
3,1,3,4,8,8,86,86,2.699,0,36,13411,11089,0,
4,1,3,4,8,8,86,86,2.871,0,36,15883,12937,0,
5,1,3,4,8,8,86,86,2.87,0,36,16507,13621,0,
6,1,3,4,8,8,87,87,2.66,0,36,15021,12673,0,
7,1,3,4,8,8,86,86,2.869,0,36,16507,13501,0,
8,1,3,4,8,8,86,86,2.868,0,36,16507,13561,0,
1,1,3,5,8,8,66,66,1.428,0,0,10,91,0,
2,1,3,5,8,8,86,86,2.66,0,45,8845,7276,0,
3,1,3,5,8,8,86,86,2.699,0,45,16735,13831,0,
4,1,3,5,8,8,86,86,2.871,0,45,19825,16141,0,
5,1,3,5,8,8,86,86,2.87,0,45,20605,16996,0,
6,1,3,5,8,8,87,87,2.66,0,45,18747,15811,0,
7,1,3,5,8,8,86,86,2.869,0,45,20605,16846,0,
8,1,3,5,8,8,86,86,2.868,0,45,20605,16921,0,
1,1,3,6,8,8,66,66,1.428,0,0,10,91,0,
2,1,3,6,8,8,86,86,2.66,0,54,10591,8707,0,
3,1,3,6,8,8,86,86,2.699,0,54,20059,16573,0,
4,1,3,6,8,8,86,86,2.871,0,54,23767,19345,0,
5,1,3,6,8,8,86,86,2.87,0,54,24703,20371,0,
6,1,3,6,8,8,87,87,2.66,0,54,22473,18949,0,
7,1,3,6,8,8,86,86,2.869,0,54,24703,20191,0,
8,1,3,6,8,8,86,86,2.868,0,54,24703,20281,0,
1,1,3,7,8,8,66,66,1.428,0,0,10,91,0,
2,1,3,7,8,8,86,86,2.66,0,63,12337,10138,0,
3,1,3,7,8,8,86,86,2.699,0,63,23383,19315,0,
4,1,3,7,8,8,86,86,2.871,0,63,27709,22549,0,
5,1,3,7,8,8,86,86,2.87,0,63,28801,23746,0,
6,1,3,7,8,8,87,87,2.66,0,63,26199,22087,0,
7,1,3,7,8,8,86,86,2.869,0,63,28801,23536,0,
8,1,3,7,8,8,86,86,2.868,0,63,28801,23641,0,
1,1,3,8,8,8,66,66,1.428,0,0,10,91,0,
2,1,3,8,8,8,86,86,2.66,0,72,14083,11569,0,
3,1,3,8,8,8,86,86,2.699,0,72,26707,22057,0,
4,1,3,8,8,8,86,86,2.871,0,72,31651,25753,0,
5,1,3,8,8,8,86,86,2.87,0,72,32899,27121,0,
6,1,3,8,8,8,87,87,2.66,0,72,29925,25225,0,
7,1,3,8,8,8,86,86,2.869,0,72,32899,26881,0,
8,1,3,8,8,8,86,86,2.868,0,72,32899,27001,0,
1,1,4,1,8,8,66,66,1.428,0,0,10,91,0,
2,1,4,1,8,8,86,86,2.66,0,12,2443,2029,0,
3,1,4,1,8,8,86,86,2.699,0,12,4547,3777,0,
4,1,4,1,8,8,86,86,2.871,0,12,5371,4393,0,
5,1,4,1,8,8,86,86,2.87,0,12,5579,4621,0,
6,1,4,1,8,8,87,87,2.66,0,12,5085,4305,0,
7,1,4,1,8,8,86,86,2.869,0,12,5579,4581,0,
8,1,4,1,8,8,86,86,2.868,0,12,5579,4601,0,
1,1,4,2,8,8,66,66,1.428,0,0,10,91,0,
2,1,4,2,8,8,86,86,2.66,0,24,4771,3937,0,
3,1,4,2,8,8,86,86,2.699,0,24,8979,7433,0,
4,1,4,2,8,8,86,86,2.871,0,24,10627,8665,0,
5,1,4,2,8,8,86,86,2.87,0,24,11043,9121,0,
6,1,4,2,8,8,87,87,2.66,0,24,10053,8489,0,
7,1,4,2,8,8,86,86,2.869,0,24,11043,9041,0,
8,1,4,2,8,8,86,86,2.868,0,24,11043,9081,0,
1,1,4,3,8,8,66,66,1.428,0,0,10,91,0,
2,1,4,3,8,8,86,86,2.66,0,36,7099,5845,0,
3,1,4,3,8,8,86,86,2.699,0,36,13411,11089,0,
4,1,4,3,8,8,86,86,2.871,0,36,15883,12937,0,
5,1,4,3,8,8,86,86,2.87,0,36,16507,13621,0,
6,1,4,3,8,8,87,87,2.66,0,36,15021,12673,0,
7,1,4,3,8,8,86,86,2.869,0,36,16507,13501,0,
8,1,4,3,8,8,86,86,2.868,0,36,16507,13561,0,
1,1,4,4,8,8,66,66,1.428,0,0,10,91,0,
2,1,4,4,8,8,86,86,2.66,0,48,9427,7753,0,
3,1,4,4,8,8,86,86,2.699,0,48,17843,14745,0,
4,1,4,4,8,8,86,86,2.871,0,48,21139,17209,0,
5,1,4,4,8,8,86,86,2.87,0,48,21971,18121,0,
6,1,4,4,8,8,87,87,2.66,0,48,19989,16857,0,
7,1,4,4,8,8,86,86,2.869,0,48,21971,17961,0,
8,1,4,4,8,8,86,86,2.868,0,48,21971,18041,0,
1,1,4,5,8,8,66,66,1.428,0,0,10,91,0,
2,1,4,5,8,8,86,86,2.66,0,60,11755,9661,0,
3,1,4,5,8,8,86,86,2.699,0,60,22275,18401,0,
4,1,4,5,8,8,86,86,2.871,0,60,26395,21481,0,
5,1,4,5,8,8,86,86,2.87,0,60,27435,22621,0,
6,1,4,5,8,8,87,87,2.66,0,60,24957,21041,0,
7,1,4,5,8,8,86,86,2.869,0,60,27435,22421,0,
8,1,4,5,8,8,86,86,2.868,0,60,27435,22521,0,
1,1,4,6,8,8,66,66,1.428,0,0,10,91,0,
2,1,4,6,8,8,86,86,2.66,0,72,14083,11569,0,
3,1,4,6,8,8,86,86,2.699,0,72,26707,22057,0,
4,1,4,6,8,8,86,86,2.871,0,72,31651,25753,0,
5,1,4,6,8,8,86,86,2.87,0,72,32899,27121,0,
6,1,4,6,8,8,87,87,2.66,0,72,29925,25225,0,
7,1,4,6,8,8,86,86,2.869,0,72,32899,26881,0,
8,1,4,6,8,8,86,86,2.868,0,72,32899,27001,0,
1,1,4,7,8,8,66,66,1.428,0,0,10,91,0,
2,1,4,7,8,8,86,86,2.66,0,84,16411,13477,0,
3,1,4,7,8,8,86,86,2.699,0,84,31139,25713,0,
4,1,4,7,8,8,86,86,2.871,0,84,36907,30025,0,
5,1,4,7,8,8,86,86,2.87,0,84,38363,31621,0,
6,1,4,7,8,8,87,87,2.66,0,84,34893,29409,0,
7,1,4,7,8,8,86,86,2.869,0,84,38363,31341,0,
8,1,4,7,8,8,86,86,2.868,0,84,38363,31481,0,
1,1,4,8,8,8,66,66,1.428,0,0,10,91,0,
2,1,4,8,8,8,86,86,2.66,0,96,18739,15385,0,
3,1,4,8,8,8,86,86,2.699,0,96,35571,29369,0,
4,1,4,8,8,8,86,86,2.871,0,96,42163,34297,0,
5,1,4,8,8,8,86,86,2.87,0,96,43827,36121,0,
6,1,4,8,8,8,87,87,2.66,0,96,39861,33593,0,
7,1,4,8,8,8,86,86,2.869,0,96,43827,35801,0,
8,1,4,8,8,8,86,86,2.868,0,96,43827,35961,0,
1,1,5,1,8,8,66,66,1.428,0,0,10,91,0,
2,1,5,1,8,8,86,86,2.66,0,15,3025,2506,0,
3,1,5,1,8,8,86,86,2.699,0,15,5655,4691,0,
4,1,5,1,8,8,86,86,2.871,0,15,6685,5461,0,
5,1,5,1,8,8,86,86,2.87,0,15,6945,5746,0,
6,1,5,1,8,8,87,87,2.66,0,15,6327,5351,0,
7,1,5,1,8,8,86,86,2.869,0,15,6945,5696,0,
8,1,5,1,8,8,86,86,2.868,0,15,6945,5721,0,
1,1,5,2,8,8,66,66,1.428,0,0,10,91,0,
2,1,5,2,8,8,86,86,2.66,0,30,5935,4891,0,
3,1,5,2,8,8,86,86,2.699,0,30,11195,9261,0,
4,1,5,2,8,8,86,86,2.871,0,30,13255,10801,0,
5,1,5,2,8,8,86,86,2.87,0,30,13775,11371,0,
6,1,5,2,8,8,87,87,2.66,0,30,12537,10581,0,
7,1,5,2,8,8,86,86,2.869,0,30,13775,11271,0,
8,1,5,2,8,8,86,86,2.868,0,30,13775,11321,0,
1,1,5,3,8,8,66,66,1.428,0,0,10,91,0,
2,1,5,3,8,8,86,86,2.66,0,45,8845,7276,0,
3,1,5,3,8,8,86,86,2.699,0,45,16735,13831,0,
4,1,5,3,8,8,86,86,2.871,0,45,19825,16141,0,
5,1,5,3,8,8,86,86,2.87,0,45,20605,16996,0,
6,1,5,3,8,8,87,87,2.66,0,45,18747,15811,0,
7,1,5,3,8,8,86,86,2.869,0,45,20605,16846,0,
8,1,5,3,8,8,86,86,2.868,0,45,20605,16921,0,
1,1,5,4,8,8,66,66,1.428,0,0,10,91,0,
2,1,5,4,8,8,86,86,2.66,0,60,11755,9661,0,
3,1,5,4,8,8,86,86,2.699,0,60,22275,18401,0,
4,1,5,4,8,8,86,86,2.871,0,60,26395,21481,0,
5,1,5,4,8,8,86,86,2.87,0,60,27435,22621,0,
6,1,5,4,8,8,87,87,2.66,0,60,24957,21041,0,
7,1,5,4,8,8,86,86,2.869,0,60,27435,22421,0,
8,1,5,4,8,8,86,86,2.868,0,60,27435,22521,0,
1,1,5,5,8,8,66,66,1.428,0,0,10,91,0,
2,1,5,5,8,8,86,86,2.66,0,75,14665,12046,0,
3,1,5,5,8,8,86,86,2.699,0,75,27815,22971,0,
4,1,5,5,8,8,86,86,2.871,0,75,32965,26821,0,
5,1,5,5,8,8,86,86,2.87,0,75,34265,28246,0,
6,1,5,5,8,8,87,87,2.66,0,75,31167,26271,0,
7,1,5,5,8,8,86,86,2.869,0,75,34265,27996,0,
8,1,5,5,8,8,86,86,2.868,0,75,34265,28121,0,
1,1,5,6,8,8,66,66,1.428,0,0,10,91,0,
2,1,5,6,8,8,86,86,2.66,0,90,17575,14431,0,
3,1,5,6,8,8,86,86,2.699,0,90,33355,27541,0,
4,1,5,6,8,8,86,86,2.871,0,90,39535,32161,0,
5,1,5,6,8,8,86,86,2.87,0,90,41095,33871,0,
6,1,5,6,8,8,87,87,2.66,0,90,37377,31501,0,
7,1,5,6,8,8,86,86,2.869,0,90,41095,33571,0,
8,1,5,6,8,8,86,86,2.868,0,90,41095,33721,0,
1,1,5,7,8,8,66,66,1.428,0,0,10,91,0,
2,1,5,7,8,8,86,86,2.66,0,105,20485,16816,0,
3,1,5,7,8,8,86,86,2.699,0,105,38895,32111,0,
4,1,5,7,8,8,86,86,2.871,0,105,46105,37501,0,
5,1,5,7,8,8,86,86,2.87,0,105,47925,39496,0,
6,1,5,7,8,8,87,87,2.66,0,105,43587,36731,0,
7,1,5,7,8,8,86,86,2.869,0,105,47925,39146,0,
8,1,5,7,8,8,86,86,2.868,0,105,47925,39321,0,
1,1,5,8,8,8,66,66,1.428,0,0,10,91,0,
2,1,5,8,8,8,86,86,2.66,0,120,23395,19201,0,
3,1,5,8,8,8,86,86,2.699,0,120,44435,36681,0,
4,1,5,8,8,8,86,86,2.871,0,120,52675,42841,0,
5,1,5,8,8,8,86,86,2.87,0,120,54755,45121,0,
6,1,5,8,8,8,87,87,2.66,0,120,49797,41961,0,
7,1,5,8,8,8,86,86,2.869,0,120,54755,44721,0,
8,1,5,8,8,8,86,86,2.868,0,120,54755,44921,0,
1,1,6,1,8,8,66,66,1.428,0,0,10,91,0,
2,1,6,1,8,8,86,86,2.66,0,18,3607,2983,0,
3,1,6,1,8,8,86,86,2.699,0,18,6763,5605,0,
4,1,6,1,8,8,86,86,2.871,0,18,7999,6529,0,
5,1,6,1,8,8,86,86,2.87,0,18,8311,6871,0,
6,1,6,1,8,8,87,87,2.66,0,18,7569,6397,0,
7,1,6,1,8,8,86,86,2.869,0,18,8311,6811,0,
8,1,6,1,8,8,86,86,2.868,0,18,8311,6841,0,
1,1,6,2,8,8,66,66,1.428,0,0,10,91,0,
2,1,6,2,8,8,86,86,2.66,0,36,7099,5845,0,
3,1,6,2,8,8,86,86,2.699,0,36,13411,11089,0,
4,1,6,2,8,8,86,86,2.871,0,36,15883,12937,0,
5,1,6,2,8,8,86,86,2.87,0,36,16507,13621,0,
6,1,6,2,8,8,87,87,2.66,0,36,15021,12673,0,
7,1,6,2,8,8,86,86,2.869,0,36,16507,13501,0,
8,1,6,2,8,8,86,86,2.868,0,36,16507,13561,0,
1,1,6,3,8,8,66,66,1.428,0,0,10,91,0,
2,1,6,3,8,8,86,86,2.66,0,54,10591,8707,0,
3,1,6,3,8,8,86,86,2.699,0,54,20059,16573,0,
4,1,6,3,8,8,86,86,2.871,0,54,23767,19345,0,
5,1,6,3,8,8,86,86,2.87,0,54,24703,20371,0,
6,1,6,3,8,8,87,87,2.66,0,54,22473,18949,0,
7,1,6,3,8,8,86,86,2.869,0,54,24703,20191,0,
8,1,6,3,8,8,86,86,2.868,0,54,24703,20281,0,
1,1,6,4,8,8,66,66,1.428,0,0,10,91,0,
2,1,6,4,8,8,86,86,2.66,0,72,14083,11569,0,
3,1,6,4,8,8,86,86,2.699,0,72,26707,22057,0,
4,1,6,4,8,8,86,86,2.871,0,72,31651,25753,0,
5,1,6,4,8,8,86,86,2.87,0,72,32899,27121,0,
6,1,6,4,8,8,87,87,2.66,0,72,29925,25225,0,
7,1,6,4,8,8,86,86,2.869,0,72,32899,26881,0,
8,1,6,4,8,8,86,86,2.868,0,72,32899,27001,0,
1,1,6,5,8,8,66,66,1.428,0,0,10,91,0,
2,1,6,5,8,8,86,86,2.66,0,90,17575,14431,0,
3,1,6,5,8,8,86,86,2.699,0,90,33355,27541,0,
4,1,6,5,8,8,86,86,2.871,0,90,39535,32161,0,
5,1,6,5,8,8,86,86,2.87,0,90,41095,33871,0,
6,1,6,5,8,8,87,87,2.66,0,90,37377,31501,0,
7,1,6,5,8,8,86,86,2.869,0,90,41095,33571,0,
8,1,6,5,8,8,86,86,2.868,0,90,41095,33721,0,
1,1,6,6,8,8,66,66,1.428,0,0,10,91,0,
2,1,6,6,8,8,86,86,2.66,0,108,21067,17293,0,
3,1,6,6,8,8,86,86,2.699,0,108,40003,33025,0,
4,1,6,6,8,8,86,86,2.871,0,108,47419,38569,0,
5,1,6,6,8,8,86,86,2.87,0,108,49291,40621,0,
6,1,6,6,8,8,87,87,2.66,0,108,44829,37777,0,
7,1,6,6,8,8,86,86,2.869,0,108,49291,40261,0,
8,1,6,6,8,8,86,86,2.868,0,108,49291,40441,0,
1,1,6,7,8,8,66,66,1.428,0,0,10,91,0,
2,1,6,7,8,8,86,86,2.66,0,126,24559,20155,0,
3,1,6,7,8,8,86,86,2.699,0,126,46651,38509,0,
4,1,6,7,8,8,86,86,2.871,0,126,55303,44977,0,
5,1,6,7,8,8,86,86,2.87,0,126,57487,47371,0,
6,1,6,7,8,8,87,87,2.66,0,126,52281,44053,0,
7,1,6,7,8,8,86,86,2.869,0,126,57487,46951,0,
8,1,6,7,8,8,86,86,2.868,0,126,57487,47161,0,
1,1,6,8,8,8,66,66,1.428,0,0,10,91,0,
2,1,6,8,8,8,86,86,2.66,0,144,28051,23017,0,
3,1,6,8,8,8,86,86,2.699,0,144,53299,43993,0,
4,1,6,8,8,8,86,86,2.871,0,144,63187,51385,0,
5,1,6,8,8,8,86,86,2.87,0,144,65683,54121,0,
6,1,6,8,8,8,87,87,2.66,0,144,59733,50329,0,
7,1,6,8,8,8,86,86,2.869,0,144,65683,53641,0,
8,1,6,8,8,8,86,86,2.868,0,144,65683,53881,0,
1,1,7,1,8,8,66,66,1.428,0,0,10,91,0,
2,1,7,1,8,8,86,86,2.66,0,21,4189,3460,0,
3,1,7,1,8,8,86,86,2.699,0,21,7871,6519,0,
4,1,7,1,8,8,86,86,2.871,0,21,9313,7597,0,
5,1,7,1,8,8,86,86,2.87,0,21,9677,7996,0,
6,1,7,1,8,8,87,87,2.66,0,21,8811,7443,0,
7,1,7,1,8,8,86,86,2.869,0,21,9677,7926,0,
8,1,7,1,8,8,86,86,2.868,0,21,9677,7961,0,
1,1,7,2,8,8,66,66,1.428,0,0,10,91,0,
2,1,7,2,8,8,86,86,2.66,0,42,8263,6799,0,
3,1,7,2,8,8,86,86,2.699,0,42,15627,12917,0,
4,1,7,2,8,8,86,86,2.871,0,42,18511,15073,0,
5,1,7,2,8,8,86,86,2.87,0,42,19239,15871,0,
6,1,7,2,8,8,87,87,2.66,0,42,17505,14765,0,
7,1,7,2,8,8,86,86,2.869,0,42,19239,15731,0,
8,1,7,2,8,8,86,86,2.868,0,42,19239,15801,0,
1,1,7,3,8,8,66,66,1.428,0,0,10,91,0,
2,1,7,3,8,8,86,86,2.66,0,63,12337,10138,0,
3,1,7,3,8,8,86,86,2.699,0,63,23383,19315,0,
4,1,7,3,8,8,86,86,2.871,0,63,27709,22549,0,
5,1,7,3,8,8,86,86,2.87,0,63,28801,23746,0,
6,1,7,3,8,8,87,87,2.66,0,63,26199,22087,0,
7,1,7,3,8,8,86,86,2.869,0,63,28801,23536,0,
8,1,7,3,8,8,86,86,2.868,0,63,28801,23641,0,
1,1,7,4,8,8,66,66,1.428,0,0,10,91,0,
2,1,7,4,8,8,86,86,2.66,0,84,16411,13477,0,
3,1,7,4,8,8,86,86,2.699,0,84,31139,25713,0,
4,1,7,4,8,8,86,86,2.871,0,84,36907,30025,0,
5,1,7,4,8,8,86,86,2.87,0,84,38363,31621,0,
6,1,7,4,8,8,87,87,2.66,0,84,34893,29409,0,
7,1,7,4,8,8,86,86,2.869,0,84,38363,31341,0,
8,1,7,4,8,8,86,86,2.868,0,84,38363,31481,0,
1,1,7,5,8,8,66,66,1.428,0,0,10,91,0,
2,1,7,5,8,8,86,86,2.66,0,105,20485,16816,0,
3,1,7,5,8,8,86,86,2.699,0,105,38895,32111,0,
4,1,7,5,8,8,86,86,2.871,0,105,46105,37501,0,
5,1,7,5,8,8,86,86,2.87,0,105,47925,39496,0,
6,1,7,5,8,8,87,87,2.66,0,105,43587,36731,0,
7,1,7,5,8,8,86,86,2.869,0,105,47925,39146,0,
